SEASON_ID,TEAM_ID_A,TEAM_ABBREVIATION_A,TEAM_NAME_A,GAME_ID,GAME_DATE,MATCHUP,WL_A,MIN_A,FGM_A,FGA_A,FG_PCT_A,FG3M_A,FG3A_A,FG3_PCT_A,FTM_A,FTA_A,FT_PCT_A,OREB_A,DREB_A,REB_A,AST_A,STL_A,BLK_A,TOV_A,PF_A,PTS_A,PLUS_MINUS_A,TEAM_ID_B,TEAM_ABBREVIATION_B,TEAM_NAME_B,WL_B,MIN_B,FGM_B,FGA_B,FG_PCT_B,FG3M_B,FG3A_B,FG3_PCT_B,FTM_B,FTA_B,FT_PCT_B,OREB_B,DREB_B,REB_B,AST_B,STL_B,BLK_B,TOV_B,PF_B,PTS_B,PLUS_MINUS_B
22004.0,1611661313.0,NYL,New York Liberty,1020400103,2004-07-06,NYL vs. SAC,W,12.0,26.0,58.0,0.448,9.0,20.0,0.45,12.0,16.0,0.75,9.0,17.0,26.0,17.0,6.0,2.0,13.0,12.0,73.0,7.0,1611661318.0,SAC,Sacramento Monarchs,L,12.0,27.0,62.0,0.435,6.0,14.0,0.429,6.0,10.0,0.6,14.0,19.0,33.0,17.0,10.0,3.0,17.0,16.0,66.0,-7.0
22004.0,1611661323.0,CON,Connecticut Sun,1020400102,2004-07-06,CON vs. IND,W,12.0,29.0,61.0,0.475,4.0,12.0,0.333,17.0,22.0,0.773,6.0,15.0,21.0,18.0,7.0,0.0,9.0,22.0,79.0,2.0,1611661325.0,IND,Indiana Fever,L,12.0,23.0,58.0,0.397,8.0,13.0,0.615,23.0,29.0,0.793,18.0,25.0,43.0,18.0,4.0,2.0,20.0,23.0,77.0,-2.0
22004.0,1611661321.0,DET,Detroit Shock,1020400104,2004-07-06,DET vs. HOU,W,12.0,28.0,73.0,0.384,0.0,6.0,0.0,26.0,33.0,0.788,20.0,26.0,46.0,21.0,15.0,7.0,11.0,22.0,82.0,19.0,1611661316.0,HOU,Houston Comets,L,12.0,24.0,60.0,0.4,0.0,11.0,0.0,15.0,19.0,0.789,8.0,24.0,32.0,7.0,7.0,5.0,18.0,25.0,63.0,-19.0
22004.0,1611661320.0,LAS,Los Angeles Sparks,1020400106,2004-07-07,LAS vs. PHO,W,12.0,28.0,60.0,0.467,4.0,11.0,0.364,13.0,19.0,0.684,13.0,17.0,30.0,19.0,7.0,5.0,16.0,18.0,73.0,2.0,1611661317.0,PHO,Phoenix Mercury,L,12.0,21.0,54.0,0.389,11.0,23.0,0.478,18.0,22.0,0.818,7.0,15.0,22.0,15.0,11.0,3.0,16.0,21.0,71.0,-2.0
22004.0,1611661322.0,WAS,Washington Mystics,1020400105,2004-07-07,WAS vs. SEA,W,12.0,27.0,57.0,0.474,3.0,8.0,0.375,15.0,21.0,0.714,5.0,20.0,25.0,13.0,7.0,4.0,10.0,16.0,72.0,3.0,1611661328.0,SEA,Seattle Storm,L,12.0,28.0,67.0,0.418,4.0,15.0,0.267,9.0,14.0,0.643,13.0,24.0,37.0,14.0,8.0,2.0,15.0,21.0,69.0,-3.0
22004.0,1611661313.0,NYL,New York Liberty,1020400108,2004-07-08,NYL vs. WAS,L,12.0,20.0,60.0,0.333,6.0,26.0,0.231,8.0,11.0,0.727,10.0,30.0,40.0,12.0,3.0,4.0,19.0,15.0,54.0,-17.0,1611661322.0,WAS,Washington Mystics,W,12.0,27.0,68.0,0.397,3.0,10.0,0.3,14.0,20.0,0.7,11.0,26.0,37.0,12.0,10.0,2.0,6.0,15.0,71.0,17.0
22004.0,1611661325.0,IND,Indiana Fever,1020400109,2004-07-08,IND vs. MIN,W,12.0,18.0,50.0,0.36,1.0,10.0,0.1,21.0,22.0,0.955,11.0,18.0,29.0,15.0,9.0,5.0,10.0,13.0,58.0,2.0,1611661324.0,MIN,Minnesota Lynx,L,12.0,23.0,52.0,0.442,5.0,14.0,0.357,5.0,7.0,0.714,8.0,18.0,26.0,16.0,6.0,4.0,13.0,16.0,56.0,-2.0
22004.0,1611661314.0,CHA,Charlotte Sting,1020400107,2004-07-08,CHA vs. SEA,W,12.0,22.0,50.0,0.44,5.0,16.0,0.313,21.0,25.0,0.84,8.0,14.0,22.0,17.0,10.0,6.0,12.0,15.0,70.0,3.0,1611661328.0,SEA,Seattle Storm,L,12.0,24.0,51.0,0.471,6.0,13.0,0.462,13.0,17.0,0.765,7.0,20.0,27.0,17.0,6.0,2.0,15.0,21.0,67.0,-3.0
22004.0,1611661323.0,CON,Connecticut Sun,1020400110,2004-07-09,CON vs. SAC,L,12.0,25.0,62.0,0.403,8.0,23.0,0.348,12.0,15.0,0.8,13.0,17.0,30.0,19.0,6.0,4.0,14.0,14.0,70.0,-15.0,1611661318.0,SAC,Sacramento Monarchs,W,12.0,35.0,65.0,0.538,9.0,12.0,0.75,6.0,9.0,0.667,7.0,20.0,27.0,22.0,8.0,3.0,8.0,17.0,85.0,15.0
22004.0,1611661324.0,MIN,Minnesota Lynx,1020400111,2004-07-09,MIN vs. PHO,W,12.0,21.0,55.0,0.382,7.0,16.0,0.438,12.0,15.0,0.8,6.0,24.0,30.0,15.0,5.0,3.0,13.0,18.0,61.0,2.0,1611661317.0,PHO,Phoenix Mercury,L,12.0,21.0,56.0,0.375,6.0,13.0,0.462,11.0,18.0,0.611,6.0,24.0,30.0,17.0,5.0,4.0,13.0,22.0,59.0,-2.0
22004.0,1611661319.0,SAN,San Antonio Silver Stars,1020400112,2004-07-09,SAN vs. LAS,L,12.0,25.0,62.0,0.403,3.0,13.0,0.231,8.0,9.0,0.889,10.0,21.0,31.0,12.0,8.0,4.0,18.0,19.0,61.0,-5.0,1611661320.0,LAS,Los Angeles Sparks,W,12.0,25.0,62.0,0.403,7.0,20.0,0.35,9.0,14.0,0.643,9.0,24.0,33.0,20.0,10.0,3.0,16.0,14.0,66.0,5.0
22004.0,1611661316.0,HOU,Houston Comets,1020400115,2004-07-10,HOU vs. LAS,L,12.0,21.0,64.0,0.328,2.0,15.0,0.133,12.0,17.0,0.706,11.0,29.0,40.0,9.0,11.0,2.0,18.0,17.0,56.0,-3.0,1611661320.0,LAS,Los Angeles Sparks,W,12.0,21.0,58.0,0.362,6.0,15.0,0.4,11.0,20.0,0.55,7.0,28.0,35.0,17.0,9.0,3.0,16.0,19.0,59.0,3.0
22004.0,1611661321.0,DET,Detroit Shock,1020400113,2004-07-10,DET vs. SEA,W,12.0,25.0,61.0,0.41,1.0,7.0,0.143,19.0,28.0,0.679,9.0,27.0,36.0,15.0,9.0,7.0,15.0,18.0,70.0,5.0,1611661328.0,SEA,Seattle Storm,L,12.0,23.0,72.0,0.319,6.0,22.0,0.273,13.0,19.0,0.684,15.0,26.0,41.0,16.0,8.0,1.0,18.0,26.0,65.0,-5.0
22004.0,1611661314.0,CHA,Charlotte Sting,1020400114,2004-07-10,CHA vs. WAS,W,12.0,21.0,48.0,0.438,7.0,15.0,0.467,18.0,27.0,0.667,9.0,11.0,20.0,12.0,8.0,9.0,13.0,20.0,67.0,2.0,1611661322.0,WAS,Washington Mystics,L,12.0,23.0,57.0,0.404,2.0,3.0,0.667,17.0,22.0,0.773,14.0,21.0,35.0,13.0,5.0,4.0,14.0,22.0,65.0,-2.0
22004.0,1611661313.0,NYL,New York Liberty,1020400116,2004-07-11,NYL vs. PHO,W,12.0,25.0,56.0,0.446,6.0,16.0,0.375,21.0,28.0,0.75,10.0,24.0,34.0,14.0,4.0,4.0,18.0,18.0,77.0,8.0,1611661317.0,PHO,Phoenix Mercury,L,12.0,25.0,69.0,0.362,4.0,19.0,0.211,15.0,20.0,0.75,15.0,21.0,36.0,15.0,13.0,4.0,11.0,24.0,69.0,-8.0
22004.0,1611661325.0,IND,Indiana Fever,1020400118,2004-07-11,IND vs. CON,L,12.0,23.0,60.0,0.383,3.0,13.0,0.231,12.0,17.0,0.706,10.0,19.0,29.0,18.0,10.0,3.0,16.0,17.0,61.0,-4.0,1611661323.0,CON,Connecticut Sun,W,12.0,25.0,56.0,0.446,3.0,12.0,0.25,12.0,13.0,0.923,7.0,21.0,28.0,16.0,10.0,3.0,17.0,20.0,65.0,4.0
22004.0,1611661324.0,MIN,Minnesota Lynx,1020400117,2004-07-11,MIN vs. SAC,W,12.0,25.0,60.0,0.417,10.0,25.0,0.4,23.0,31.0,0.742,13.0,22.0,35.0,20.0,2.0,3.0,18.0,21.0,83.0,10.0,1611661318.0,SAC,Sacramento Monarchs,L,12.0,27.0,58.0,0.466,1.0,8.0,0.125,18.0,24.0,0.75,8.0,16.0,24.0,19.0,9.0,2.0,10.0,29.0,73.0,-10.0
22004.0,1611661321.0,DET,Detroit Shock,1020400119,2004-07-12,DET vs. SAC,L,12.0,20.0,51.0,0.392,0.0,2.0,0.0,11.0,21.0,0.524,12.0,20.0,32.0,11.0,9.0,5.0,25.0,19.0,51.0,-16.0,1611661318.0,SAC,Sacramento Monarchs,W,12.0,26.0,63.0,0.413,5.0,12.0,0.417,10.0,15.0,0.667,12.0,15.0,27.0,11.0,14.0,8.0,16.0,21.0,67.0,16.0
22004.0,1611661328.0,SEA,Seattle Storm,1020400120,2004-07-12,SEA vs. SAN,W,12.0,31.0,66.0,0.47,4.0,9.0,0.444,9.0,10.0,0.9,13.0,20.0,33.0,20.0,10.0,2.0,9.0,17.0,75.0,16.0,1611661319.0,SAN,San Antonio Silver Stars,L,12.0,21.0,53.0,0.396,1.0,11.0,0.091,16.0,19.0,0.842,9.0,18.0,27.0,14.0,5.0,3.0,14.0,14.0,59.0,-16.0
22004.0,1611661324.0,MIN,Minnesota Lynx,1020400122,2004-07-14,MIN vs. CON,W,12.0,23.0,53.0,0.434,3.0,16.0,0.188,17.0,22.0,0.773,10.0,23.0,33.0,19.0,7.0,4.0,17.0,20.0,66.0,3.0,1611661323.0,CON,Connecticut Sun,L,12.0,23.0,66.0,0.348,2.0,10.0,0.2,15.0,21.0,0.714,17.0,18.0,35.0,12.0,10.0,3.0,16.0,20.0,63.0,-3.0
22004.0,1611661325.0,IND,Indiana Fever,1020400121,2004-07-14,IND vs. HOU,W,12.0,29.0,63.0,0.46,6.0,14.0,0.429,6.0,8.0,0.75,13.0,20.0,33.0,23.0,6.0,3.0,13.0,15.0,70.0,8.0,1611661316.0,HOU,Houston Comets,L,12.0,22.0,54.0,0.407,6.0,15.0,0.4,12.0,16.0,0.75,10.0,19.0,29.0,15.0,5.0,4.0,15.0,14.0,62.0,-8.0
22004.0,1611661313.0,NYL,New York Liberty,1020400125,2004-07-15,NYL vs. MIN,L,12.0,23.0,58.0,0.397,4.0,15.0,0.267,16.0,19.0,0.842,9.0,20.0,29.0,14.0,8.0,7.0,14.0,18.0,66.0,-3.0,1611661324.0,MIN,Minnesota Lynx,W,12.0,24.0,56.0,0.429,5.0,15.0,0.333,16.0,21.0,0.762,12.0,24.0,36.0,13.0,6.0,4.0,15.0,17.0,69.0,3.0
22004.0,1611661322.0,WAS,Washington Mystics,1020400123,2004-07-15,WAS vs. CHA,W,12.0,24.0,55.0,0.436,1.0,9.0,0.111,19.0,23.0,0.826,10.0,15.0,25.0,14.0,7.0,2.0,7.0,13.0,68.0,14.0,1611661314.0,CHA,Charlotte Sting,L,12.0,23.0,58.0,0.397,4.0,16.0,0.25,4.0,5.0,0.8,13.0,18.0,31.0,12.0,3.0,1.0,15.0,20.0,54.0,-14.0
22004.0,1611661319.0,SAN,San Antonio Silver Stars,1020400127,2004-07-15,SAN vs. CON,W,12.0,29.0,68.0,0.426,4.0,12.0,0.333,16.0,20.0,0.8,17.0,22.0,39.0,20.0,10.0,1.0,15.0,18.0,78.0,11.0,1611661323.0,CON,Connecticut Sun,L,12.0,25.0,56.0,0.446,5.0,15.0,0.333,12.0,15.0,0.8,9.0,19.0,28.0,15.0,10.0,5.0,17.0,21.0,67.0,-11.0
22004.0,1611661316.0,HOU,Houston Comets,1020400126,2004-07-15,HOU vs. DET,W,12.0,33.0,71.0,0.465,9.0,17.0,0.529,22.0,26.0,0.846,15.0,15.0,30.0,16.0,19.0,1.0,11.0,15.0,97.0,36.0,1611661321.0,DET,Detroit Shock,L,12.0,23.0,48.0,0.479,4.0,6.0,0.667,11.0,16.0,0.688,4.0,20.0,24.0,13.0,7.0,9.0,26.0,23.0,61.0,-36.0
22004.0,1611661318.0,SAC,Sacramento Monarchs,1020400124,2004-07-15,SAC vs. SEA,L,12.0,26.0,64.0,0.406,6.0,15.0,0.4,5.0,13.0,0.385,15.0,18.0,33.0,10.0,7.0,2.0,16.0,24.0,63.0,-3.0,1611661328.0,SEA,Seattle Storm,W,12.0,21.0,43.0,0.488,3.0,6.0,0.5,21.0,29.0,0.724,5.0,20.0,25.0,17.0,11.0,3.0,17.0,18.0,66.0,3.0
22004.0,1611661325.0,IND,Indiana Fever,1020400128,2004-07-16,IND vs. DET,W,12.0,33.0,61.0,0.541,9.0,15.0,0.6,10.0,14.0,0.714,8.0,22.0,30.0,27.0,4.0,7.0,17.0,15.0,85.0,12.0,1611661321.0,DET,Detroit Shock,L,12.0,29.0,63.0,0.46,5.0,11.0,0.455,10.0,16.0,0.625,9.0,14.0,23.0,19.0,10.0,5.0,15.0,20.0,73.0,-12.0
22004.0,1611661320.0,LAS,Los Angeles Sparks,1020400131,2004-07-17,LAS vs. SAC,L,12.0,25.0,49.0,0.51,3.0,11.0,0.273,17.0,22.0,0.773,7.0,22.0,29.0,18.0,4.0,7.0,19.0,20.0,70.0,-9.0,1611661318.0,SAC,Sacramento Monarchs,W,12.0,26.0,67.0,0.388,6.0,18.0,0.333,21.0,27.0,0.778,14.0,18.0,32.0,21.0,12.0,1.0,11.0,21.0,79.0,9.0
22004.0,1611661316.0,HOU,Houston Comets,1020400129,2004-07-17,HOU vs. CON,W,12.0,27.0,58.0,0.466,5.0,11.0,0.455,13.0,17.0,0.765,8.0,28.0,36.0,18.0,8.0,4.0,10.0,15.0,72.0,16.0,1611661323.0,CON,Connecticut Sun,L,12.0,20.0,57.0,0.351,4.0,12.0,0.333,12.0,16.0,0.75,7.0,23.0,30.0,14.0,8.0,2.0,12.0,17.0,56.0,-16.0
22004.0,1611661328.0,SEA,Seattle Storm,1020400130,2004-07-17,SEA vs. WAS,W,12.0,32.0,61.0,0.525,6.0,12.0,0.5,15.0,18.0,0.833,6.0,17.0,23.0,21.0,7.0,6.0,16.0,18.0,85.0,2.0,1611661322.0,WAS,Washington Mystics,L,12.0,33.0,68.0,0.485,7.0,10.0,0.7,10.0,15.0,0.667,9.0,20.0,29.0,15.0,8.0,4.0,13.0,20.0,83.0,-2.0
22004.0,1611661317.0,PHO,Phoenix Mercury,1020400134,2004-07-18,PHO vs. MIN,L,12.0,19.0,47.0,0.404,3.0,15.0,0.2,19.0,22.0,0.864,7.0,19.0,26.0,7.0,6.0,6.0,17.0,21.0,60.0,-3.0,1611661324.0,MIN,Minnesota Lynx,W,12.0,21.0,54.0,0.389,5.0,14.0,0.357,16.0,24.0,0.667,8.0,18.0,26.0,13.0,9.0,2.0,16.0,21.0,63.0,3.0
22004.0,1611661313.0,NYL,New York Liberty,1020400133,2004-07-18,NYL vs. CHA,W,12.0,27.0,54.0,0.5,8.0,18.0,0.444,13.0,16.0,0.813,9.0,21.0,30.0,14.0,5.0,3.0,12.0,10.0,75.0,17.0,1611661314.0,CHA,Charlotte Sting,L,12.0,23.0,55.0,0.418,4.0,15.0,0.267,8.0,11.0,0.727,7.0,17.0,24.0,13.0,8.0,3.0,11.0,14.0,58.0,-17.0
22004.0,1611661321.0,DET,Detroit Shock,1020400132,2004-07-18,DET vs. SAN,W,12.0,27.0,59.0,0.458,4.0,5.0,0.8,19.0,24.0,0.792,12.0,23.0,35.0,22.0,6.0,9.0,17.0,20.0,77.0,6.0,1611661319.0,SAN,San Antonio Silver Stars,L,12.0,24.0,62.0,0.387,4.0,14.0,0.286,19.0,25.0,0.76,8.0,16.0,24.0,15.0,8.0,1.0,13.0,20.0,71.0,-6.0
22004.0,1611661318.0,SAC,Sacramento Monarchs,1020400135,2004-07-18,SAC vs. WAS,W,12.0,35.0,70.0,0.5,2.0,9.0,0.222,9.0,19.0,0.474,17.0,21.0,38.0,19.0,6.0,3.0,14.0,16.0,81.0,10.0,1611661322.0,WAS,Washington Mystics,L,12.0,25.0,63.0,0.397,0.0,5.0,0.0,21.0,24.0,0.875,15.0,19.0,34.0,7.0,8.0,7.0,15.0,18.0,71.0,-10.0
22004.0,1611661320.0,LAS,Los Angeles Sparks,1020400136,2004-07-19,LAS vs. IND,W,12.0,34.0,64.0,0.531,4.0,9.0,0.444,10.0,18.0,0.556,6.0,29.0,35.0,26.0,9.0,8.0,11.0,20.0,82.0,31.0,1611661325.0,IND,Indiana Fever,L,12.0,16.0,58.0,0.276,3.0,18.0,0.167,16.0,20.0,0.8,9.0,25.0,34.0,13.0,9.0,3.0,18.0,17.0,51.0,-31.0
22004.0,1611661314.0,CHA,Charlotte Sting,1020400137,2004-07-20,CHA vs. NYL,L,12.0,28.0,66.0,0.424,3.0,12.0,0.25,15.0,23.0,0.652,18.0,13.0,31.0,11.0,11.0,2.0,14.0,23.0,74.0,-6.0,1611661313.0,NYL,New York Liberty,W,12.0,28.0,62.0,0.452,9.0,23.0,0.391,15.0,23.0,0.652,16.0,17.0,33.0,19.0,7.0,4.0,14.0,18.0,80.0,6.0
22004.0,1611661320.0,LAS,Los Angeles Sparks,1020400140,2004-07-21,LAS vs. WAS,W,12.0,32.0,63.0,0.508,4.0,8.0,0.5,28.0,35.0,0.8,12.0,28.0,40.0,23.0,9.0,6.0,15.0,18.0,96.0,20.0,1611661322.0,WAS,Washington Mystics,L,12.0,27.0,72.0,0.375,3.0,5.0,0.6,19.0,27.0,0.704,14.0,19.0,33.0,16.0,10.0,3.0,14.0,23.0,76.0,-20.0
22004.0,1611661317.0,PHO,Phoenix Mercury,1020400139,2004-07-21,PHO vs. SAN,W,12.0,36.0,67.0,0.537,5.0,12.0,0.417,10.0,11.0,0.909,11.0,29.0,40.0,18.0,8.0,3.0,8.0,15.0,87.0,32.0,1611661319.0,SAN,San Antonio Silver Stars,L,12.0,24.0,57.0,0.421,4.0,10.0,0.4,3.0,5.0,0.6,3.0,17.0,20.0,13.0,3.0,8.0,14.0,14.0,55.0,-32.0
22004.0,1611661321.0,DET,Detroit Shock,1020400138,2004-07-21,DET vs. CON,L,12.0,24.0,61.0,0.393,2.0,9.0,0.222,18.0,24.0,0.75,13.0,26.0,39.0,13.0,3.0,5.0,12.0,21.0,68.0,-10.0,1611661323.0,CON,Connecticut Sun,W,12.0,30.0,72.0,0.417,4.0,13.0,0.308,14.0,21.0,0.667,12.0,23.0,35.0,16.0,8.0,4.0,4.0,19.0,78.0,10.0
22004.0,1611661318.0,SAC,Sacramento Monarchs,1020400143,2004-07-22,SAC vs. PHO,L,12.0,29.0,67.0,0.433,4.0,7.0,0.571,7.0,12.0,0.583,8.0,21.0,29.0,20.0,9.0,4.0,12.0,19.0,69.0,-2.0,1611661317.0,PHO,Phoenix Mercury,W,12.0,24.0,56.0,0.429,8.0,18.0,0.444,15.0,20.0,0.75,6.0,23.0,29.0,18.0,3.0,3.0,14.0,17.0,71.0,2.0
22004.0,1611661323.0,CON,Connecticut Sun,1020400142,2004-07-22,CON vs. MIN,L,12.0,21.0,66.0,0.318,2.0,13.0,0.154,8.0,12.0,0.667,14.0,20.0,34.0,11.0,4.0,4.0,8.0,14.0,52.0,-16.0,1611661324.0,MIN,Minnesota Lynx,W,12.0,25.0,64.0,0.391,9.0,18.0,0.5,9.0,16.0,0.563,14.0,28.0,42.0,14.0,3.0,8.0,12.0,16.0,68.0,16.0
22004.0,1611661328.0,SEA,Seattle Storm,1020400141,2004-07-22,SEA vs. IND,W,12.0,19.0,60.0,0.317,3.0,14.0,0.214,18.0,19.0,0.947,10.0,26.0,36.0,11.0,10.0,2.0,11.0,14.0,59.0,5.0,1611661325.0,IND,Indiana Fever,L,12.0,23.0,58.0,0.397,6.0,15.0,0.4,2.0,7.0,0.286,7.0,26.0,33.0,15.0,5.0,4.0,16.0,20.0,54.0,-5.0
22004.0,1611661322.0,WAS,Washington Mystics,1020400144,2004-07-23,WAS vs. MIN,W,12.0,21.0,60.0,0.35,0.0,2.0,0.0,23.0,35.0,0.657,14.0,20.0,34.0,8.0,9.0,3.0,13.0,22.0,65.0,4.0,1611661324.0,MIN,Minnesota Lynx,L,12.0,18.0,52.0,0.346,2.0,13.0,0.154,23.0,25.0,0.92,8.0,27.0,35.0,12.0,5.0,5.0,21.0,25.0,61.0,-4.0
22004.0,1611661320.0,LAS,Los Angeles Sparks,1020400146,2004-07-23,LAS vs. HOU,W,12.0,24.0,57.0,0.421,4.0,14.0,0.286,18.0,25.0,0.72,16.0,19.0,35.0,18.0,2.0,5.0,12.0,21.0,70.0,3.0,1611661316.0,HOU,Houston Comets,L,12.0,22.0,67.0,0.328,4.0,16.0,0.25,19.0,26.0,0.731,18.0,16.0,34.0,13.0,9.0,2.0,8.0,22.0,67.0,-3.0
22004.0,1611661321.0,DET,Detroit Shock,1020400145,2004-07-23,DET vs. CHA,W,12.0,22.0,64.0,0.344,1.0,4.0,0.25,18.0,24.0,0.75,19.0,23.0,42.0,13.0,7.0,5.0,17.0,18.0,63.0,10.0,1611661314.0,CHA,Charlotte Sting,L,12.0,18.0,57.0,0.316,3.0,13.0,0.231,14.0,20.0,0.7,9.0,17.0,26.0,10.0,11.0,6.0,11.0,23.0,53.0,-10.0
22004.0,1611661314.0,CHA,Charlotte Sting,1020400148,2004-07-24,CHA vs. WAS,W,12.0,26.0,56.0,0.464,7.0,14.0,0.5,11.0,19.0,0.579,11.0,25.0,36.0,15.0,7.0,7.0,13.0,16.0,70.0,29.0,1611661322.0,WAS,Washington Mystics,L,12.0,16.0,49.0,0.327,2.0,3.0,0.667,7.0,11.0,0.636,4.0,13.0,17.0,8.0,6.0,4.0,14.0,19.0,41.0,-29.0
22004.0,1611661317.0,PHO,Phoenix Mercury,1020400150,2004-07-24,PHO vs. IND,W,12.0,25.0,53.0,0.472,5.0,12.0,0.417,16.0,27.0,0.593,7.0,24.0,31.0,17.0,11.0,3.0,13.0,16.0,71.0,15.0,1611661325.0,IND,Indiana Fever,L,12.0,20.0,53.0,0.377,7.0,16.0,0.438,9.0,12.0,0.75,9.0,23.0,32.0,13.0,4.0,1.0,19.0,20.0,56.0,-15.0
22004.0,1611661328.0,SEA,Seattle Storm,1020400151,2004-07-24,SEA vs. HOU,W,12.0,23.0,56.0,0.411,5.0,12.0,0.417,16.0,19.0,0.842,11.0,21.0,32.0,15.0,12.0,6.0,18.0,17.0,67.0,4.0,1611661316.0,HOU,Houston Comets,L,12.0,26.0,54.0,0.481,2.0,4.0,0.5,9.0,11.0,0.818,4.0,17.0,21.0,12.0,9.0,3.0,14.0,18.0,63.0,-4.0
22004.0,1611661323.0,CON,Connecticut Sun,1020400147,2004-07-24,CON vs. SAN,W,12.0,26.0,55.0,0.473,9.0,19.0,0.474,8.0,12.0,0.667,10.0,28.0,38.0,20.0,7.0,5.0,23.0,14.0,69.0,14.0,1611661319.0,SAN,San Antonio Silver Stars,L,12.0,22.0,61.0,0.361,3.0,10.0,0.3,8.0,11.0,0.727,7.0,15.0,22.0,13.0,12.0,1.0,14.0,15.0,55.0,-14.0
22004.0,1611661313.0,NYL,New York Liberty,1020400149,2004-07-24,NYL vs. DET,W,12.0,26.0,65.0,0.4,10.0,28.0,0.357,16.0,19.0,0.842,5.0,29.0,34.0,16.0,5.0,6.0,6.0,20.0,78.0,9.0,1611661321.0,DET,Detroit Shock,L,12.0,23.0,69.0,0.333,4.0,10.0,0.4,19.0,28.0,0.679,14.0,32.0,46.0,11.0,2.0,3.0,11.0,22.0,69.0,-9.0
22004.0,1611661318.0,SAC,Sacramento Monarchs,1020400152,2004-07-25,SAC vs. IND,W,12.0,26.0,57.0,0.456,3.0,8.0,0.375,16.0,18.0,0.889,9.0,18.0,27.0,18.0,9.0,3.0,13.0,15.0,71.0,9.0,1611661325.0,IND,Indiana Fever,L,12.0,25.0,59.0,0.424,3.0,24.0,0.125,9.0,12.0,0.75,12.0,18.0,30.0,18.0,5.0,3.0,17.0,18.0,62.0,-9.0
22004.0,1611661316.0,HOU,Houston Comets,1020400153,2004-07-27,HOU vs. SEA,W,12.0,27.0,57.0,0.474,7.0,15.0,0.467,19.0,22.0,0.864,15.0,24.0,39.0,14.0,7.0,2.0,11.0,17.0,80.0,25.0,1611661328.0,SEA,Seattle Storm,L,12.0,21.0,56.0,0.375,1.0,12.0,0.083,12.0,18.0,0.667,12.0,15.0,27.0,13.0,5.0,0.0,13.0,18.0,55.0,-25.0
22004.0,1611661324.0,MIN,Minnesota Lynx,1020400156,2004-07-28,MIN vs. SAN,W,12.0,24.0,50.0,0.48,3.0,13.0,0.231,15.0,27.0,0.556,10.0,19.0,29.0,18.0,15.0,3.0,18.0,12.0,66.0,13.0,1611661319.0,SAN,San Antonio Silver Stars,L,12.0,23.0,52.0,0.442,2.0,6.0,0.333,5.0,6.0,0.833,4.0,19.0,23.0,13.0,7.0,1.0,20.0,26.0,53.0,-13.0
22004.0,1611661322.0,WAS,Washington Mystics,1020400154,2004-07-28,WAS vs. DET,L,12.0,21.0,57.0,0.368,2.0,10.0,0.2,21.0,25.0,0.84,8.0,22.0,30.0,9.0,11.0,10.0,19.0,26.0,65.0,-8.0,1611661321.0,DET,Detroit Shock,W,12.0,22.0,61.0,0.361,2.0,7.0,0.286,27.0,42.0,0.643,15.0,22.0,37.0,13.0,11.0,4.0,19.0,23.0,73.0,8.0
22004.0,1611661325.0,IND,Indiana Fever,1020400155,2004-07-28,IND vs. CHA,L,12.0,20.0,61.0,0.328,5.0,13.0,0.385,8.0,12.0,0.667,11.0,15.0,26.0,16.0,6.0,5.0,13.0,15.0,53.0,-10.0,1611661314.0,CHA,Charlotte Sting,W,12.0,21.0,47.0,0.447,5.0,14.0,0.357,16.0,18.0,0.889,5.0,24.0,29.0,14.0,4.0,9.0,13.0,16.0,63.0,10.0
22004.0,1611661318.0,SAC,Sacramento Monarchs,1020400157,2004-07-29,SAC vs. LAS,L,12.0,30.0,86.0,0.349,10.0,20.0,0.5,10.0,18.0,0.556,20.0,31.0,51.0,19.0,10.0,4.0,15.0,23.0,80.0,-5.0,1611661320.0,LAS,Los Angeles Sparks,W,12.0,30.0,77.0,0.39,8.0,18.0,0.444,17.0,23.0,0.739,13.0,33.0,46.0,18.0,7.0,3.0,13.0,23.0,85.0,5.0
22004.0,1611661322.0,WAS,Washington Mystics,1020400158,2004-07-30,WAS vs. CON,W,12.0,29.0,64.0,0.453,4.0,8.0,0.5,7.0,14.0,0.5,11.0,22.0,33.0,21.0,8.0,7.0,14.0,17.0,69.0,1.0,1611661323.0,CON,Connecticut Sun,L,12.0,27.0,61.0,0.443,3.0,15.0,0.2,11.0,20.0,0.55,9.0,19.0,28.0,17.0,9.0,4.0,16.0,16.0,68.0,-1.0
22004.0,1611661324.0,MIN,Minnesota Lynx,1020400160,2004-07-30,MIN vs. SEA,L,12.0,17.0,58.0,0.293,4.0,16.0,0.25,17.0,22.0,0.773,9.0,23.0,32.0,15.0,7.0,5.0,18.0,15.0,55.0,-15.0,1611661328.0,SEA,Seattle Storm,W,12.0,27.0,61.0,0.443,4.0,11.0,0.364,12.0,14.0,0.857,6.0,30.0,36.0,18.0,11.0,5.0,15.0,23.0,70.0,15.0
