GAME_ID,GAME_DATE,MATCHUP,TEAM_1_NAME,TEAM_1_ID,TEAM_2_NAME,TEAM_2_ID,TEAM_1_WIN/LOSS,TEAM_1_HOME/AWAY,TEAM_1_PTS,TEAM_1_POSS,TEAM_1_PPP,TEAM_1_DEF_PPP,TEAM_1_TS%,TEAM_1_eFG%,TEAM_1_FGA,TEAM_1_FGM,TEAM_1_FG3M,TEAM_1_FTA,TEAM_1_FG_PCT,TEAM_1_OREB,TEAM_1_DREB,TEAM_1_AST,TEAM_1_TOV,TEAM_1_WIN_PCT,TEAM_2_HOME/AWAY,TEAM_2_PTS,TEAM_2_POSS,TEAM_2_PPP,TEAM_2_DEF_PPP,TEAM_2_TS%,TEAM_2_eFG%,TEAM_2_FGA,TEAM_2_FGM,TEAM_2_FG3M,TEAM_2_FTA,TEAM_2_FG_PCT,TEAM_2_OREB,TEAM_2_DREB,TEAM_2_AST,TEAM_2_TOV,TEAM_2_WIN_PCT
0021200001,2012-10-30,WAS @ CLE,Washington Wizards,1610612764,Cleveland Cavaliers,1610612739,L,0,7644.0,7812.24,0.9784645633006667,1.0128977092357634,0.512247294015472,0.4754967876886299,6693.0,2910.0,545.0,1746.0,0.435,887.0,2652.0,1775.0,1238.0,0.354,1,7913.0,7849.4400000000005,1.0080973929350374,0.9738274322754235,0.5135350525151731,0.4733371975076076,6901.0,2993.0,547.0,1826.0,0.434,1004.0,2359.0,1694.0,1149.0,0.293
0021200002,2012-10-30,BOS @ MIA,Boston Celtics,1610612738,Miami Heat,1610612748,L,0,7818.0,7733.12,1.0109761648597202,1.090892162542415,0.5424555794241561,0.5031738659235175,6459.0,3001.0,498.0,1698.0,0.465,654.0,2533.0,1843.0,1181.0,0.506,1,8436.0,7645.28,1.1034259046104264,1.0225917167193355,0.587605944599542,0.5523787019533711,6348.0,3148.0,717.0,1887.0,0.496,676.0,2490.0,1890.0,1143.0,0.805
0021200003,2012-10-30,LAL vs. DAL,Los Angeles Lakers,1610612747,Dallas Mavericks,1610612742,L,1,8381.0,7937.16,1.0559192456747755,1.0448321565900145,0.5479812113255117,0.5118222891566265,6640.0,3041.0,715.0,2289.0,0.458,942.0,2732.0,1818.0,1232.0,0.549,0,8293.0,8003.36,1.0361898002838807,1.0471851822234661,0.543706302875815,0.5056587347649448,6892.0,3182.0,606.0,1669.0,0.462,767.0,2670.0,1906.0,1144.0,0.5
0021200004,2012-10-31,IND @ TOR,Indiana Pacers,1610612754,Toronto Raptors,1610612761,W,0,7674.0,7551.6,1.0162084856189417,1.0555378992531383,0.5207937455887941,0.478544061302682,6525.0,2845.0,555.0,1915.0,0.436,1043.0,2671.0,1645.0,1227.0,0.605,1,7971.0,7743.64,1.0293608690486644,0.9910068133332645,0.5320640158918329,0.48833208676140616,6685.0,2979.0,571.0,1831.0,0.446,871.0,2426.0,1765.0,1124.0,0.415
0021200005,2012-10-31,DEN @ PHI,Denver Nuggets,1610612743,Philadelphia 76ers,1610612755,L,0,8704.0,8089.12,1.0760132128093043,0.9444785094052258,0.5489321554164165,0.515466132034942,6983.0,3339.0,521.0,2148.0,0.478,1092.0,2601.0,2002.0,1253.0,0.695,1,7640.0,7674.88,0.9954553035356905,1.134089392928619,0.5092735785667815,0.4812182741116751,6895.0,3059.0,518.0,1377.0,0.444,896.0,2493.0,1867.0,1070.0,0.415
0021200006,2012-10-31,DET vs. HOU,Detroit Pistons,1610612765,Houston Rockets,1610612745,L,1,7778.0,7710.8,1.0087150490221508,1.1267313378637756,0.5212577739652584,0.48742090991262427,6638.0,2979.0,513.0,1870.0,0.449,991.0,2463.0,1742.0,1241.0,0.354,0,8688.0,8139.28,1.067416282521304,0.9556127814745284,0.564135330143839,0.5245502801533471,6782.0,3124.0,867.0,2087.0,0.461,909.0,2652.0,1902.0,1348.0,0.549
0021200007,2012-10-31,CHI vs. SAC,Chicago Bulls,1610612741,Sacramento Kings,1610612758,W,1,7641.0,7607.72,1.004374503793515,1.0803499603034812,0.511944706487715,0.4701403404001194,6698.0,2926.0,446.0,1738.0,0.437,1026.0,2514.0,1886.0,1171.0,0.549,0,8219.0,7982.36,1.0296453680365205,0.9572357047289273,0.531880471528637,0.49116454229432216,6904.0,3086.0,610.0,1869.0,0.447,943.0,2385.0,1708.0,1199.0,0.341
0021200008,2012-10-31,SAS @ NOH,San Antonio Spurs,1610612759,New Orleans Hornets,1610612740,W,0,8448.0,7974.0,1.0594431903686983,0.9673940305994482,0.5682001614205004,0.530561797752809,6675.0,3210.0,663.0,1725.0,0.481,666.0,2721.0,2058.0,1206.0,0.707,1,7714.0,7513.84,1.0266388424560544,1.1243252451476209,0.5277171206374746,0.4890726969191076,6589.0,2955.0,535.0,1636.0,0.448,988.0,2426.0,1721.0,1193.0,0.329
0021200009,2012-10-31,UTA vs. DAL,Utah Jazz,1610612762,Dallas Mavericks,1610612742,W,1,8038.0,7759.52,1.0358888178650225,1.0687516753613624,0.5331285185951619,0.49172876304023844,6710.0,3046.0,507.0,1883.0,0.454,989.0,2457.0,1859.0,1210.0,0.524,0,8293.0,8003.36,1.0361898002838807,1.0043281821634913,0.543706302875815,0.5056587347649448,6892.0,3182.0,606.0,1669.0,0.462,767.0,2670.0,1906.0,1144.0,0.5
0021200010,2012-10-31,GSW @ PHX,Golden State Warriors,1610612744,Phoenix Suns,1610612756,W,0,8296.0,7958.36,1.0424258264265502,0.9807296980784986,0.5452614310352081,0.5057017543859649,6840.0,3130.0,658.0,1744.0,0.458,885.0,2801.0,1845.0,1236.0,0.573,1,7805.0,7947.92,0.982017936768362,1.0437951061409778,0.511540296660602,0.47723001301142115,6917.0,3061.0,480.0,1618.0,0.443,959.0,2454.0,1855.0,1278.0,0.305
