GAME_ID,GAME_DATE,MATCHUP,TEAM_1_NAME,TEAM_1_ID,TEAM_2_NAME,TEAM_2_ID,TEAM_1_WIN/LOSS,TEAM_1_HOME/AWAY,TEAM_1_PTS,TEAM_1_FGA,TEAM_1_FG_PCT,TEAM_1_OREB,TEAM_1_DREB,TEAM_1_AST,TEAM_1_TOV,TEAM_1_WIN_PCT,TEAM_2_HOME/AWAY,TEAM_2_PTS,TEAM_2_FGA,TEAM_2_FG_PCT,TEAM_2_OREB,TEAM_2_DREB,TEAM_2_AST,TEAM_2_TOV,TEAM_2_WIN_PCT
22300001,2023-11-03,IND vs. CLE,Indiana Pacers,1610612754,Cleveland Cavaliers,1610612739,100.0,100.0,100.0,100.0,100.0,41.59779614325069,24.008810572687224,100.0,26.143790849673206,66.00985221674875,0.0,39.00907187718074,28.976377952755904,61.111111111111086,36.08815426997245,60.13215859030837,64.49044585987261,43.4640522875817,67.98029556650245
22300002,2023-11-03,NYK @ MIL,New York Knicks,1610612752,Milwaukee Bucks,1610612749,0.0,0.0,39.91625959525471,48.503937007874015,41.6666666666667,100.0,43.17180616740088,16.560509554140125,34.64052287581699,72.08538587848932,100.0,75.29658060013956,46.2992125984252,72.2222222222222,26.446280991735538,83.92070484581498,44.904458598726116,26.143790849673206,70.11494252873563
22300003,2023-11-03,MIA vs. WAS,Miami Heat,1610612748,Washington Wizards,1610612764,100.0,100.0,24.773203070481507,9.133858267716535,41.6666666666667,24.793388429752067,51.3215859030837,35.35031847133758,19.28104575163399,64.03940886699507,0.0,45.35938590369854,83.30708661417323,48.61111111111107,21.763085399449036,31.718061674008812,62.738853503184714,54.90196078431373,1.9704433497536917
22300004,2023-11-03,BKN @ CHI,Brooklyn Nets,1610612751,Chicago Bulls,1610612741,100.0,0.0,26.02930914166085,54.01574803149606,29.16666666666669,72.1763085399449,45.37444933920705,33.12101910828025,31.699346405228756,35.960591133004925,100.0,36.9155617585485,59.055118110236215,48.61111111111107,66.11570247933885,45.81497797356828,24.522292993630572,8.169934640522875,50.082101806239734
22300005,2023-11-03,GSW @ OKC,Golden State Warriors,1610612744,Oklahoma City Thunder,1610612760,100.0,0.0,68.38799720865318,86.77165354330708,58.3333333333333,88.1542699724518,80.39647577092511,80.89171974522293,63.725490196078425,64.03940886699507,100.0,81.64689462665736,56.69291338582677,88.88888888888889,12.672176308539946,56.38766519823789,52.38853503184714,19.607843137254903,86.04269293924465
22300006,2023-11-03,DEN vs. DAL,Denver Nuggets,1610612743,Dallas Mavericks,1610612742,100.0,100.0,51.709699930216324,49.60629921259843,84.72222222222221,56.473829201101935,64.75770925110133,82.96178343949045,18.627450980392158,86.04269293924465,0.0,68.8764829030007,61.102362204724415,63.888888888888864,33.33333333333333,56.167400881057276,33.75796178343949,15.686274509803921,72.08538587848932
22300007,2023-11-03,POR vs. MEM,Portland Trail Blazers,1610612757,Memphis Grizzlies,1610612763,100.0,100.0,3.14026517794836,61.732283464566926,5.55555555555556,99.17355371900827,0.0,0.0,88.23529411764706,13.957307060755337,0.0,0.0,41.88976377952756,0.0,60.60606060606061,28.41409691629956,20.85987261146497,83.98692810457517,25.94417077175698
22300008,2023-11-10,PHI @ DET,Philadelphia 76ers,1610612755,Detroit Pistons,1610612765,100.0,0.0,50.24424284717376,57.79527559055118,40.27777777777781,63.36088154269972,32.378854625550666,23.40764331210191,1.6339869281045754,66.00985221674875,100.0,23.237962316817864,42.83464566929134,38.888888888888914,50.964187327823694,49.118942731277535,30.89171974522293,87.90849673202614,0.0
22300009,2023-11-10,CHA @ WAS,Charlotte Hornets,1610612766,Washington Wizards,1610612764,100.0,0.0,4.3963712491277045,26.614173228346456,34.72222222222225,24.517906336088156,15.198237885462554,22.13375796178344,49.01960784313725,13.957307060755337,100.0,45.35938590369854,83.30708661417323,48.61111111111107,21.763085399449036,31.718061674008812,62.738853503184714,54.90196078431373,1.9704433497536917
22300010,2023-11-10,BOS vs. BKN,Boston Celtics,1610612738,Brooklyn Nets,1610612751,100.0,100.0,84.43824145150035,68.03149606299212,72.2222222222222,55.09641873278237,100.0,49.84076433121019,0.0,100.0,0.0,26.02930914166085,54.01574803149606,29.16666666666669,72.1763085399449,45.37444933920705,33.12101910828025,31.699346405228756,35.960591133004925
22300011,2023-11-10,NOP @ HOU,New Orleans Pelicans,1610612740,Houston Rockets,1610612745,0.0,0.0,52.96580600139568,31.65354330708661,70.83333333333331,48.484848484848484,62.55506607929515,50.318471337579616,28.75816993464052,70.11494252873563,100.0,48.709002093510115,77.95275590551181,33.33333333333336,72.72727272727273,70.04405286343612,22.452229299363058,21.568627450980394,54.022988505747115
22300012,2023-11-10,UTA @ MEM,Utah Jazz,1610612762,Memphis Grizzlies,1610612763,100.0,0.0,56.315422191207254,64.09448818897637,44.44444444444448,89.80716253443526,56.38766519823789,53.82165605095541,100.0,33.99014778325123,100.0,0.0,41.88976377952756,0.0,60.60606060606061,28.41409691629956,20.85987261146497,83.98692810457517,25.94417077175698
22300013,2023-11-10,SAS vs. MIN,San Antonio Spurs,1610612759,Minnesota Timberwolves,1610612750,0.0,100.0,35.93859036985346,74.33070866141732,37.50000000000003,47.658402203856745,68.06167400881057,88.37579617834395,85.94771241830065,15.92775041050903,0.0,40.96301465457083,1.574803149606299,69.44444444444441,25.895316804407713,74.44933920704845,46.17834394904459,59.80392156862745,84.07224958949098
