,Unnamed: 0,gameId,teamId,teamCity,teamName,teamTricode,teamSlug,minutes,estimatedOffensiveRating,offensiveRating,estimatedDefensiveRating,defensiveRating,estimatedNetRating,netRating,assistPercentage,assistToTurnover,assistRatio,offensiveReboundPercentage,defensiveReboundPercentage,reboundPercentage,estimatedTeamTurnoverPercentage,turnoverRatio,effectiveFieldGoalPercentage,trueShootingPercentage,usagePercentage,estimatedUsagePercentage,estimatedPace,pace,pacePer40,possessions,PIE
0,0,22200005,1610612737,Atlanta,Hawks,ATL,hawks,240:00,110.8,110.4,101.3,100.9,9.5,9.4,0.667,3.33,21.5,0.128,0.696,0.437,8.526,8.5,0.539,0.582,1.0,0.201,105.58,106.0,88.33,106.0,0.572
1,1,22200005,1610612745,Houston,Rockets,HOU,rockets,240:00,101.3,100.9,110.8,110.4,-9.5,-9.4,0.595,1.56,17.2,0.304,0.872,0.563,15.152,15.1,0.474,0.511,1.0,0.199,105.58,106.0,88.33,106.0,0.428
2,0,42200405,1610612743,Denver,Nuggets,DEN,nuggets,240:00,95.8,97.9,89.0,93.7,6.8,4.2,0.553,1.4,16.1,0.34,0.75,0.57,15.287,15.6,0.482,0.499,1.0,0.2,99.08,95.5,79.58,96.0,0.59
3,1,42200405,1610612748,Miami,Heat,MIA,heat,240:00,89.0,93.7,95.8,97.9,-6.8,-4.2,0.545,2.25,13.9,0.25,0.66,0.43,7.997,8.4,0.391,0.432,1.0,0.198,99.08,95.5,79.58,95.0,0.41
4,0,42200404,1610612748,Miami,Heat,MIA,heat,240:00,101.3,104.4,118.4,118.7,-17.1,-14.3,0.657,1.53,18.4,0.267,0.825,0.529,15.991,16.5,0.5,0.547,1.0,0.198,92.52,91.0,75.83,91.0,0.406
5,1,42200404,1610612743,Denver,Nuggets,DEN,nuggets,240:00,118.4,118.7,101.3,104.4,17.1,14.3,0.667,3.25,21.3,0.175,0.733,0.471,8.768,8.8,0.582,0.612,1.0,0.195,92.52,91.0,75.83,91.0,0.594
6,0,42200403,1610612748,Miami,Heat,MIA,heat,240:00,99.6,102.2,117.4,117.2,-17.7,-15.0,0.588,5.0,16.1,0.237,0.585,0.38,4.239,4.3,0.429,0.468,1.0,0.201,93.62,92.5,77.08,92.0,0.346
7,1,42200403,1610612743,Denver,Nuggets,DEN,nuggets,240:00,117.4,117.2,99.6,102.2,17.7,15.0,0.683,2.0,20.9,0.415,0.763,0.62,15.073,15.1,0.544,0.593,1.0,0.2,93.62,92.5,77.08,93.0,0.654
8,0,42200402,1610612743,Denver,Nuggets,DEN,nuggets,240:00,120.4,124.1,123.6,129.1,-3.2,-4.9,0.59,1.64,18.9,0.368,0.756,0.57,15.611,16.1,0.593,0.638,1.0,0.197,89.74,86.5,72.08,87.0,0.501
9,1,42200402,1610612748,Miami,Heat,MIA,heat,240:00,123.6,129.1,120.4,124.1,3.2,4.9,0.737,2.55,22.3,0.244,0.632,0.43,12.249,12.8,0.596,0.639,1.0,0.194,89.74,86.5,72.08,86.0,0.499
10,0,42200401,1610612743,Denver,Nuggets,DEN,nuggets,240:00,113.3,111.8,99.1,100.0,14.2,11.8,0.725,2.9,22.9,0.171,0.754,0.51,10.893,10.8,0.557,0.592,1.0,0.2,92.84,93.0,77.5,93.0,0.59
11,1,42200401,1610612748,Miami,Heat,MIA,heat,240:00,99.1,100.0,113.3,111.8,-14.2,-11.8,0.667,3.25,19.9,0.246,0.829,0.49,8.522,8.6,0.474,0.48,1.0,0.2,92.84,93.0,77.5,93.0,0.41
12,0,42200307,1610612738,Boston,Celtics,BOS,celtics,240:00,90.6,91.3,107.7,110.8,-17.1,-19.4,0.563,1.2,14.9,0.235,0.705,0.453,16.178,16.3,0.445,0.479,1.0,0.201,94.18,92.5,77.08,92.0,0.39
13,1,42200307,1610612748,Miami,Heat,MIA,heat,240:00,107.7,110.8,90.6,91.3,17.1,19.4,0.619,1.86,20.2,0.295,0.765,0.547,14.638,15.1,0.57,0.581,1.0,0.197,94.18,92.5,77.08,93.0,0.61
14,0,42200306,1610612748,Miami,Heat,MIA,heat,240:00,109.9,114.4,111.9,115.6,-2.0,-1.1,0.667,4.4,16.6,0.381,0.667,0.5,5.333,5.6,0.43,0.487,1.0,0.2,93.36,90.0,75.0,90.0,0.462
15,1,42200306,1610612738,Boston,Celtics,BOS,celtics,240:00,111.9,115.6,109.9,114.4,2.0,1.1,0.529,1.5,14.6,0.333,0.619,0.5,12.909,13.3,0.481,0.559,1.0,0.198,93.36,90.0,75.0,90.0,0.538
16,0,42200305,1610612738,Boston,Celtics,BOS,celtics,240:00,128.9,125.0,109.7,111.5,19.1,13.5,0.575,2.3,19.1,0.308,0.684,0.494,11.715,11.4,0.608,0.63,1.0,0.197,86.88,87.5,72.92,88.0,0.574
17,1,42200305,1610612748,Miami,Heat,MIA,heat,240:00,109.7,111.5,128.9,125.0,-19.1,-13.5,0.5,1.25,16.9,0.316,0.692,0.506,18.1,18.4,0.571,0.589,1.0,0.199,86.88,87.5,72.92,87.0,0.426
18,0,42200304,1610612748,Miami,Heat,MIA,heat,240:00,105.0,105.3,122.2,122.1,-17.2,-16.8,0.529,1.13,14.5,0.304,0.767,0.528,16.964,17.0,0.487,0.548,1.0,0.199,94.62,94.5,78.75,94.0,0.414
19,1,42200304,1610612738,Boston,Celtics,BOS,celtics,240:00,122.2,122.1,105.0,105.3,17.2,16.8,0.651,2.8,21.6,0.233,0.696,0.472,10.535,10.5,0.619,0.631,1.0,0.2,94.62,94.5,78.75,95.0,0.586
20,0,42200314,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,116.3,123.3,119.3,127.0,-3.0,-3.6,0.5,3.33,16.2,0.34,0.681,0.511,6.287,6.7,0.512,0.57,1.0,0.199,95.06,89.5,74.58,90.0,0.49
21,1,42200314,1610612743,Denver,Nuggets,DEN,nuggets,240:00,119.3,127.0,116.3,123.3,3.0,3.6,0.61,2.27,19.1,0.319,0.66,0.489,11.618,12.4,0.553,0.597,1.0,0.189,95.06,89.5,74.58,89.0,0.51
22,0,42200303,1610612748,Miami,Heat,MIA,heat,240:00,129.0,130.6,102.5,103.0,26.4,27.6,0.543,2.5,20.0,0.053,0.635,0.416,10.077,10.2,0.685,0.709,1.0,0.196,99.36,98.5,82.08,98.0,0.634
23,1,42200303,1610612738,Boston,Celtics,BOS,celtics,240:00,102.5,103.0,129.0,130.6,-26.4,-27.6,0.641,1.67,17.2,0.365,0.947,0.584,15.078,15.2,0.454,0.484,1.0,0.198,99.36,98.5,82.08,99.0,0.366
24,0,42200313,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,110.5,111.3,122.2,122.7,-11.8,-11.3,0.711,2.25,19.9,0.294,0.822,0.542,12.275,12.4,0.512,0.558,1.0,0.202,97.56,97.0,80.83,97.0,0.445
25,1,42200313,1610612743,Denver,Nuggets,DEN,nuggets,240:00,122.2,122.7,110.5,111.3,11.8,11.3,0.682,5.0,22.7,0.178,0.706,0.458,6.163,6.2,0.597,0.617,1.0,0.199,97.56,97.0,80.83,97.0,0.555
26,0,42200302,1610612738,Boston,Celtics,BOS,celtics,240:00,106.5,109.4,110.6,115.6,-4.1,-6.3,0.595,1.47,17.4,0.222,0.64,0.442,15.219,15.6,0.532,0.586,1.0,0.199,99.46,96.0,80.0,96.0,0.446
27,1,42200302,1610612748,Miami,Heat,MIA,heat,240:00,110.6,115.6,106.5,109.4,4.1,6.3,0.548,2.09,17.1,0.36,0.778,0.558,10.961,11.5,0.505,0.553,1.0,0.199,99.46,96.0,80.0,96.0,0.554
28,0,42200312,1610612743,Denver,Nuggets,DEN,nuggets,240:00,104.9,105.9,101.5,101.0,3.4,4.9,0.692,1.59,19.2,0.25,0.851,0.535,16.518,16.7,0.517,0.557,1.0,0.195,102.18,102.0,85.0,102.0,0.5
29,1,42200312,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,101.5,101.0,104.9,105.9,-3.4,-4.9,0.722,2.17,19.8,0.149,0.75,0.465,11.83,11.8,0.488,0.551,1.0,0.201,102.18,102.0,85.0,102.0,0.5
30,0,42200301,1610612738,Boston,Celtics,BOS,celtics,240:00,116.3,119.6,121.3,126.8,-5.1,-7.2,0.524,1.47,16.8,0.302,0.675,0.482,15.036,15.5,0.58,0.619,1.0,0.199,100.56,97.0,80.83,97.0,0.471
31,1,42200301,1610612748,Miami,Heat,MIA,heat,240:00,121.3,126.8,116.3,119.6,5.1,7.2,0.435,1.33,15.6,0.325,0.698,0.518,14.799,15.5,0.635,0.659,1.0,0.194,100.56,97.0,80.83,97.0,0.529
32,0,42200311,1610612743,Denver,Nuggets,DEN,nuggets,240:00,136.5,134.7,129.3,129.9,7.2,4.8,0.58,2.64,20.6,0.364,0.825,0.583,11.378,11.2,0.632,0.656,1.0,0.201,97.06,97.5,81.25,98.0,0.517
33,1,42200311,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,129.3,129.9,136.5,134.7,-7.2,-4.8,0.652,4.29,22.7,0.175,0.636,0.417,7.184,7.2,0.613,0.66,1.0,0.201,97.06,97.5,81.25,97.0,0.483
34,0,42200217,1610612738,Boston,Celtics,BOS,celtics,240:00,116.8,120.4,89.5,95.7,27.3,24.8,0.439,2.25,14.9,0.283,0.731,0.52,8.34,8.6,0.557,0.59,1.0,0.198,97.14,92.5,77.08,93.0,0.636
35,1,42200217,1610612755,Philadelphia,76ers,PHI,sixers,240:00,89.5,95.7,116.8,120.4,-27.3,-24.8,0.484,1.07,12.5,0.269,0.717,0.48,14.233,15.2,0.422,0.482,1.0,0.194,97.14,92.5,77.08,92.0,0.364
36,0,42200236,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,129.1,128.4,100.8,105.2,28.3,23.2,0.641,3.57,19.9,0.171,0.636,0.458,7.409,7.4,0.607,0.653,1.0,0.201,97.32,95.5,79.58,95.0,0.667
37,1,42200236,1610612744,Golden State,Warriors,GSW,warriors,240:00,100.8,105.2,129.1,128.4,-28.3,-23.2,0.641,2.27,17.2,0.364,0.829,0.542,10.982,11.5,0.442,0.463,1.0,0.195,97.32,95.5,79.58,96.0,0.333
38,0,42200206,1610612748,Miami,Heat,MIA,heat,240:00,103.2,106.7,103.3,104.5,-0.1,2.1,0.758,3.57,20.0,0.286,0.792,0.536,7.527,7.8,0.445,0.516,1.0,0.2,91.04,89.0,74.17,90.0,0.565
39,1,42200206,1610612752,New York,Knicks,NYK,knicks,240:00,103.3,104.5,103.2,106.7,0.1,-2.1,0.481,1.08,11.8,0.208,0.714,0.464,13.471,13.6,0.451,0.541,1.0,0.2,91.04,89.0,74.17,88.0,0.435
40,0,42200216,1610612755,Philadelphia,76ers,PHI,sixers,240:00,88.3,89.6,97.9,99.0,-9.6,-9.4,0.6,1.5,14.8,0.17,0.778,0.449,12.325,12.5,0.41,0.471,1.0,0.197,97.2,96.0,80.0,96.0,0.449
41,1,42200216,1610612738,Boston,Celtics,BOS,celtics,240:00,97.9,99.0,88.3,89.6,9.6,9.4,0.667,1.22,17.6,0.222,0.83,0.551,18.549,18.8,0.519,0.559,1.0,0.198,97.2,96.0,80.0,96.0,0.551
42,0,42200226,1610612756,Phoenix,Suns,PHX,suns,240:00,100.2,101.0,125.5,127.6,-25.3,-26.5,0.526,1.43,16.4,0.13,0.718,0.4,14.028,14.1,0.551,0.569,1.0,0.2,99.72,98.5,82.08,99.0,0.357
43,1,42200226,1610612743,Denver,Nuggets,DEN,nuggets,240:00,125.5,127.6,100.2,101.0,25.3,26.5,0.545,2.18,18.4,0.282,0.87,0.6,11.04,11.2,0.585,0.653,1.0,0.201,99.72,98.5,82.08,98.0,0.643
44,0,42200205,1610612752,New York,Knicks,NYK,knicks,240:00,119.7,119.1,105.8,110.8,13.9,8.4,0.657,1.21,17.6,0.4,0.712,0.567,20.299,20.2,0.585,0.632,1.0,0.201,95.48,93.5,77.92,94.0,0.572
45,1,42200205,1610612748,Miami,Heat,MIA,heat,240:00,105.8,110.8,119.7,119.1,-13.9,-8.4,0.73,2.25,19.9,0.288,0.6,0.433,12.325,12.9,0.494,0.534,1.0,0.197,95.48,93.5,77.92,93.0,0.428
46,0,42200235,1610612744,Golden State,Warriors,GSW,warriors,240:00,114.6,118.6,105.4,105.0,9.2,13.7,0.617,1.81,20.2,0.304,0.83,0.57,15.152,15.7,0.582,0.614,1.0,0.194,103.1,101.5,84.58,102.0,0.57
47,1,42200235,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,105.4,105.0,114.6,118.6,-9.2,-13.7,0.571,1.71,18.2,0.17,0.696,0.43,13.917,13.9,0.54,0.566,1.0,0.201,103.1,101.5,84.58,101.0,0.43
48,0,42200215,1610612738,Boston,Celtics,BOS,celtics,240:00,106.2,108.4,121.2,121.1,-15.0,-12.6,0.636,2.63,16.5,0.236,0.725,0.442,8.251,8.4,0.47,0.526,1.0,0.2,95.92,95.0,79.17,95.0,0.421
49,1,42200215,1610612755,Philadelphia,76ers,PHI,sixers,240:00,121.2,121.1,106.2,108.4,15.0,12.6,0.5,1.54,16.1,0.275,0.764,0.558,13.702,13.7,0.582,0.633,1.0,0.193,95.92,95.0,79.17,95.0,0.579
50,0,42200225,1610612743,Denver,Nuggets,DEN,nuggets,240:00,121.2,118.0,101.4,103.0,19.8,15.0,0.762,3.2,23.0,0.234,0.769,0.515,10.275,10.0,0.571,0.606,1.0,0.201,98.94,99.5,82.92,100.0,0.606
51,1,42200225,1610612756,Phoenix,Suns,PHX,suns,240:00,101.4,103.0,121.2,118.0,-19.8,-15.0,0.579,2.2,16.9,0.231,0.766,0.485,9.944,10.1,0.483,0.517,1.0,0.201,98.94,99.5,82.92,99.0,0.394
52,0,42200234,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,103.2,106.1,102.8,104.1,0.4,2.0,0.538,1.5,16.2,0.298,0.771,0.537,13.889,14.3,0.488,0.549,1.0,0.2,99.54,97.5,81.25,98.0,0.519
53,1,42200234,1610612744,Golden State,Warriors,GSW,warriors,240:00,102.8,104.1,103.2,106.1,-0.4,-2.0,0.725,1.81,21.3,0.229,0.702,0.463,16.28,16.5,0.535,0.553,1.0,0.199,99.54,97.5,81.25,97.0,0.481
54,0,42200204,1610612748,Miami,Heat,MIA,heat,240:00,115.1,117.2,105.7,108.6,9.4,8.6,0.7,2.15,20.6,0.383,0.744,0.556,13.73,14.0,0.547,0.576,1.0,0.199,95.12,93.0,77.5,93.0,0.568
55,1,42200204,1610612752,New York,Knicks,NYK,knicks,240:00,105.7,108.6,115.1,117.2,-9.4,-8.6,0.568,1.24,16.9,0.256,0.617,0.444,17.79,18.3,0.546,0.583,1.0,0.195,95.12,93.0,77.5,93.0,0.432
56,0,42200214,1610612755,Philadelphia,76ers,PHI,sixers,265:00,118.8,122.1,122.8,121.1,-4.0,1.1,0.452,2.11,14.8,0.34,0.688,0.51,9.214,9.5,0.533,0.576,1.0,0.197,86.65,86.04,71.7,95.0,0.49
57,1,42200214,1610612738,Boston,Celtics,BOS,celtics,265:00,122.8,121.1,118.8,122.1,4.0,-1.1,0.61,2.5,19.0,0.313,0.66,0.49,10.675,10.5,0.569,0.595,1.0,0.201,86.65,86.04,71.7,95.0,0.51
58,0,42200224,1610612756,Phoenix,Suns,PHX,suns,240:00,136.1,137.2,126.4,130.5,9.8,6.7,0.609,2.15,20.8,0.316,0.625,0.474,13.719,13.8,0.648,0.688,1.0,0.197,96.44,94.5,78.75,94.0,0.513
59,1,42200224,1610612743,Denver,Nuggets,DEN,nuggets,240:00,126.4,130.5,136.1,137.2,-9.8,-6.7,0.56,3.11,20.6,0.375,0.684,0.526,9.172,9.5,0.601,0.626,1.0,0.196,96.44,94.5,78.75,95.0,0.487
60,0,42200203,1610612748,Miami,Heat,MIA,heat,240:00,100.3,109.4,86.3,88.7,14.1,20.7,0.486,1.21,12.6,0.379,0.714,0.554,13.379,14.6,0.428,0.507,1.0,0.197,102.16,96.5,80.42,96.0,0.614
61,1,42200203,1610612752,New York,Knicks,NYK,knicks,240:00,86.3,88.7,100.3,109.4,-14.1,-20.7,0.484,1.15,11.7,0.286,0.621,0.446,13.042,13.4,0.385,0.427,1.0,0.197,102.16,96.5,80.42,97.0,0.386
62,0,42200233,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,123.0,125.7,93.7,97.0,29.2,28.7,0.643,2.08,19.8,0.233,0.679,0.485,12.587,12.9,0.619,0.66,1.0,0.198,103.38,100.5,83.75,101.0,0.661
63,1,42200233,1610612744,Golden State,Warriors,GSW,warriors,240:00,93.7,97.0,123.0,125.7,-29.2,-28.7,0.722,1.37,18.1,0.321,0.767,0.515,18.361,19.0,0.467,0.492,1.0,0.199,103.38,100.5,83.75,100.0,0.339
64,0,42200223,1610612756,Phoenix,Suns,PHX,suns,240:00,115.3,118.6,110.4,111.8,4.9,6.9,0.5,2.67,17.7,0.234,0.655,0.461,8.578,8.8,0.553,0.588,1.0,0.2,104.08,102.0,85.0,102.0,0.517
65,1,42200223,1610612743,Denver,Nuggets,DEN,nuggets,240:00,110.4,111.8,115.3,118.6,-4.9,-6.9,0.628,2.08,18.5,0.345,0.766,0.539,12.592,12.7,0.495,0.537,1.0,0.198,104.08,102.0,85.0,102.0,0.483
66,0,42200213,1610612755,Philadelphia,76ers,PHI,sixers,240:00,107.5,106.3,115.0,118.8,-7.5,-12.5,0.677,1.5,16.8,0.229,0.735,0.485,14.755,14.6,0.5,0.567,1.0,0.2,97.0,96.0,80.0,96.0,0.448
67,1,42200213,1610612738,Boston,Celtics,BOS,celtics,240:00,115.0,118.8,107.5,106.3,7.5,12.5,0.658,2.08,18.8,0.265,0.771,0.515,12.107,12.5,0.535,0.593,1.0,0.198,97.0,96.0,80.0,96.0,0.552
68,0,42200232,1610612744,Golden State,Warriors,GSW,warriors,240:00,120.9,124.5,98.5,98.0,22.4,26.5,0.792,2.38,24.4,0.34,0.804,0.585,15.232,15.7,0.616,0.622,1.0,0.197,103.26,102.0,85.0,102.0,0.587
69,1,42200232,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,98.5,98.0,120.9,124.5,-22.4,-26.5,0.675,3.0,19.6,0.196,0.66,0.415,8.869,8.8,0.479,0.493,1.0,0.201,103.26,102.0,85.0,102.0,0.413
70,0,42200212,1610612738,Boston,Celtics,BOS,celtics,240:00,123.4,127.4,90.5,91.6,32.9,35.8,0.605,3.71,19.7,0.265,0.8,0.535,7.14,7.4,0.576,0.611,1.0,0.198,97.08,95.0,79.17,95.0,0.668
71,1,42200212,1610612755,Philadelphia,76ers,PHI,sixers,240:00,90.5,91.6,123.4,127.4,-32.9,-35.8,0.419,1.0,11.3,0.2,0.735,0.465,13.525,13.7,0.43,0.488,1.0,0.198,97.08,95.0,79.17,95.0,0.332
72,0,42200231,1610612744,Golden State,Warriors,GSW,warriors,240:00,109.1,110.9,117.3,117.0,-8.2,-6.1,0.698,3.75,20.5,0.281,0.72,0.474,7.794,7.9,0.505,0.515,1.0,0.199,101.2,100.5,83.75,101.0,0.433
73,1,42200231,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,117.3,117.0,109.1,110.9,8.2,6.1,0.558,3.0,17.5,0.28,0.719,0.526,8.019,8.0,0.5,0.558,1.0,0.2,101.2,100.5,83.75,100.0,0.567
74,0,42200202,1610612752,New York,Knicks,NYK,knicks,240:00,116.6,122.0,114.8,118.0,1.8,4.0,0.622,2.09,17.8,0.388,0.78,0.586,11.555,12.1,0.549,0.583,1.0,0.196,93.34,90.0,75.0,91.0,0.558
75,1,42200202,1610612748,Miami,Heat,MIA,heat,240:00,114.8,118.0,116.6,122.0,-1.8,-4.0,0.632,3.43,19.4,0.22,0.612,0.414,7.652,7.9,0.547,0.568,1.0,0.197,93.34,90.0,75.0,89.0,0.442
76,0,42200211,1610612738,Boston,Celtics,BOS,celtics,240:00,126.5,127.8,126.2,129.3,0.3,-1.6,0.591,1.63,20.8,0.313,0.682,0.526,17.598,17.8,0.653,0.693,1.0,0.2,92.6,91.0,75.83,90.0,0.55
77,1,42200211,1610612755,Philadelphia,76ers,PHI,sixers,240:00,126.2,129.3,126.5,127.8,-0.3,1.6,0.378,2.13,14.3,0.318,0.688,0.474,8.485,8.7,0.601,0.631,1.0,0.196,92.6,91.0,75.83,92.0,0.45
78,0,42200222,1610612743,Denver,Nuggets,DEN,nuggets,240:00,104.0,104.3,90.4,93.5,13.6,10.8,0.528,1.46,16.2,0.195,0.719,0.5,13.943,14.0,0.52,0.569,1.0,0.195,94.72,93.0,77.5,93.0,0.62
79,1,42200222,1610612756,Phoenix,Suns,PHX,suns,240:00,90.4,93.5,104.0,104.3,-13.6,-10.8,0.605,2.3,17.7,0.281,0.805,0.5,10.395,10.8,0.432,0.448,1.0,0.198,94.72,93.0,77.5,93.0,0.38
80,0,42200201,1610612752,New York,Knicks,NYK,knicks,240:00,105.4,106.3,111.6,113.7,-6.2,-7.4,0.488,1.54,15.6,0.327,0.731,0.535,13.57,13.7,0.517,0.533,1.0,0.202,96.28,95.0,79.17,95.0,0.455
81,1,42200201,1610612748,Miami,Heat,MIA,heat,240:00,111.6,113.7,105.4,106.3,6.2,7.4,0.722,2.89,19.6,0.269,0.673,0.465,9.301,9.5,0.5,0.552,1.0,0.199,96.28,95.0,79.17,95.0,0.545
82,0,42200167,1610612758,Sacramento,Kings,SAC,kings,240:00,98.2,102.0,117.4,123.7,-19.3,-21.7,0.583,2.63,15.3,0.333,0.619,0.476,7.852,8.2,0.438,0.463,1.0,0.202,102.04,97.5,81.25,98.0,0.399
83,1,42200167,1610612744,Golden State,Warriors,GSW,warriors,240:00,117.4,123.7,98.2,102.0,19.3,21.7,0.581,3.57,17.2,0.381,0.667,0.524,6.849,7.2,0.505,0.53,1.0,0.2,102.04,97.5,81.25,97.0,0.601
84,0,42200221,1610612743,Denver,Nuggets,DEN,nuggets,240:00,123.0,127.6,107.6,110.3,15.5,17.2,0.458,2.2,15.8,0.426,0.791,0.588,9.843,10.2,0.554,0.581,1.0,0.199,100.54,97.5,81.25,98.0,0.572
85,1,42200221,1610612756,Phoenix,Suns,PHX,suns,240:00,107.6,110.3,123.0,127.6,-15.5,-17.2,0.465,1.25,15.7,0.209,0.574,0.412,16.084,16.5,0.554,0.585,1.0,0.195,100.54,97.5,81.25,97.0,0.428
86,0,42200156,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,119.5,120.2,81.1,82.5,38.4,37.7,0.673,2.06,22.5,0.273,0.735,0.554,15.296,15.4,0.621,0.64,1.0,0.194,104.7,103.5,86.25,104.0,0.74
87,1,42200156,1610612763,Memphis,Grizzlies,MEM,grizzlies,240:00,81.1,82.5,119.5,120.2,-38.4,-37.7,0.655,1.36,13.8,0.265,0.727,0.446,13.359,13.6,0.365,0.406,1.0,0.202,104.7,103.5,86.25,103.0,0.26
88,0,42200166,1610612744,Golden State,Warriors,GSW,warriors,240:00,91.3,90.8,105.4,110.3,-14.0,-19.5,0.625,1.11,14.3,0.286,0.6,0.448,16.605,16.5,0.43,0.488,1.0,0.203,110.2,108.0,90.0,109.0,0.423
89,1,42200166,1610612758,Sacramento,Kings,SAC,kings,240:00,105.4,110.3,91.3,90.8,14.0,19.5,0.625,1.25,16.1,0.4,0.714,0.552,17.857,18.7,0.49,0.536,1.0,0.2,110.2,108.0,90.0,107.0,0.577
90,0,42200116,1610612737,Atlanta,Hawks,ATL,hawks,240:00,118.0,122.4,131.3,130.6,-13.3,-8.2,0.636,2.8,19.8,0.283,0.723,0.49,9.835,10.2,0.548,0.579,1.0,0.197,99.58,98.0,81.67,98.0,0.462
91,1,42200116,1610612738,Boston,Celtics,BOS,celtics,240:00,131.3,130.6,118.0,122.4,13.3,8.2,0.511,3.43,18.1,0.277,0.717,0.51,7.181,7.1,0.596,0.631,1.0,0.201,99.58,98.0,81.67,98.0,0.538
92,0,42200135,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240:00,104.9,104.4,111.9,116.5,-7.0,-12.1,0.686,1.85,20.2,0.171,0.52,0.363,14.349,14.3,0.553,0.582,1.0,0.201,92.68,91.0,75.83,91.0,0.455
93,1,42200135,1610612752,New York,Knicks,NYK,knicks,240:00,111.9,116.5,104.9,104.4,7.0,12.1,0.568,1.5,15.8,0.48,0.829,0.637,14.774,15.4,0.488,0.542,1.0,0.195,92.68,91.0,75.83,91.0,0.545
94,0,42200165,1610612758,Sacramento,Kings,SAC,kings,240:00,107.0,109.4,113.5,116.0,-6.5,-6.6,0.524,1.16,15.4,0.333,0.706,0.52,17.521,17.9,0.522,0.572,1.0,0.199,108.4,106.0,88.33,106.0,0.457
95,1,42200165,1610612744,Golden State,Warriors,GSW,warriors,240:00,113.5,116.0,107.0,109.4,6.5,6.6,0.66,2.2,21.7,0.294,0.667,0.48,13.843,14.2,0.578,0.589,1.0,0.196,108.4,106.0,88.33,106.0,0.543
96,0,42200105,1610612749,Milwaukee,Bucks,MIL,bucks,265:00,107.9,110.5,107.1,112.3,0.7,-1.8,0.476,1.25,13.6,0.296,0.762,0.547,13.699,14.0,0.538,0.569,1.0,0.199,106.99,103.25,86.04,114.0,0.512
97,1,42200105,1610612748,Miami,Heat,MIA,heat,265:00,107.1,112.3,107.9,110.5,-0.7,1.8,0.5,2.27,16.3,0.238,0.704,0.453,9.207,9.6,0.532,0.545,1.0,0.198,106.99,103.25,86.04,114.0,0.488
98,0,42200155,1610612763,Memphis,Grizzlies,MEM,grizzlies,240:00,112.1,116.0,99.2,97.1,12.9,18.9,0.545,2.18,17.0,0.281,0.709,0.491,10.63,11.0,0.515,0.545,1.0,0.197,101.64,101.0,84.17,100.0,0.527
99,1,42200155,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,99.2,97.1,112.1,116.0,-12.9,-18.9,0.757,2.15,19.7,0.291,0.719,0.509,13.026,12.7,0.457,0.491,1.0,0.2,101.64,101.0,84.17,102.0,0.473
100,0,42200115,1610612738,Boston,Celtics,BOS,celtics,240:00,119.7,120.6,115.1,125.3,4.6,-4.6,0.633,3.44,22.5,0.277,0.725,0.51,9.21,9.3,0.598,0.599,1.0,0.199,100.56,96.0,80.0,97.0,0.516
101,1,42200115,1610612737,Atlanta,Hawks,ATL,hawks,240:00,115.1,125.3,119.7,120.6,-4.6,4.6,0.578,2.89,19.2,0.275,0.723,0.49,8.704,9.5,0.568,0.593,1.0,0.197,100.56,96.0,80.0,95.0,0.484
102,0,42200145,1610612743,Denver,Nuggets,DEN,nuggets,240:00,115.7,119.1,111.2,116.0,4.4,3.2,0.647,1.83,16.3,0.377,0.721,0.531,12.392,12.8,0.471,0.555,1.0,0.199,97.42,94.0,78.33,94.0,0.509
103,1,42200145,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240:00,111.2,116.0,115.7,119.1,-4.4,-3.2,0.585,1.71,18.5,0.279,0.623,0.469,14.286,14.9,0.556,0.592,1.0,0.196,97.42,94.0,78.33,94.0,0.491
104,0,42200175,1610612756,Phoenix,Suns,PHX,suns,240:00,132.6,136.0,124.7,130.0,7.9,6.0,0.608,3.44,21.4,0.302,0.6,0.469,8.775,9.0,0.612,0.65,1.0,0.194,103.42,100.0,83.33,100.0,0.554
105,1,42200175,1610612746,LA,Clippers,LAC,clippers,240:00,124.7,130.0,132.6,136.0,-7.9,-6.0,0.535,2.3,15.9,0.4,0.698,0.531,9.59,10.0,0.521,0.584,1.0,0.198,103.42,100.0,83.33,100.0,0.446
106,0,42200104,1610612748,Miami,Heat,MIA,heat,240:00,113.3,113.3,109.8,110.7,3.5,2.7,0.488,1.31,15.6,0.255,0.702,0.5,15.238,15.2,0.569,0.607,1.0,0.196,104.4,104.0,86.67,105.0,0.519
