,H_TEAM,H_TEAM_WIN,H_SSN_W,H_LAST10_W,H_LAST5_W,H_SEASON_W_OPP,H_LAST10_W_OPP,H_LAST5_W_OPP,H_AVG_PTS,A_TEAM,A_SSN_W,A_LAST10_W,A_LAST5_W,A_SSN_W_OPP,A_LAST10_W_OPP,A_LAST5_W_OPP,A_AVG_PTS
630,WCB,W,21,6,3,1,1,1,116.9,RAP,16,5,1,0,0,0,116.7
631,RGV,L,22,7,4,0,0,0,119.3,SBL,25,6,3,0,0,0,122.6
632,DEL,L,21,8,5,0,0,0,128.8,MCC,13,7,4,0,0,0,116.6
633,WCB,W,20,5,2,0,0,0,116.6,RAP,16,6,2,0,0,0,118.3
634,GBO,L,14,5,2,0,0,0,118.1,CLC,22,2,1,1,1,1,106.3
635,LIN,W,27,10,5,0,0,0,119.4,FWN,24,6,3,0,0,0,126.8
636,SCW,W,17,6,4,0,0,0,121.0,AUS,11,3,2,0,0,0,109.6
637,IWA,L,17,3,2,0,0,0,119.1,MXC,25,6,4,1,1,1,115.2
638,LBN,L,0,0,0,0,0,0,0.0,GNS,0,0,0,0,0,0,0.0
639,SCT,L,0,0,0,0,0,0,0.0,LUK,0,0,0,0,0,0,0.0
640,RYN,L,0,0,0,0,0,0,0.0,DWN,0,0,0,0,0,0,0.0
641,JAS,L,0,0,0,0,0,0,0.0,JKM,0,0,0,0,0,0,0.0
642,DRN,L,0,0,0,0,0,0,0.0,PAU,0,0,0,0,0,0,0.0
643,PAU,W,0,0,0,0,0,0,0.0,JKM,0,0,0,0,0,0,0.0
644,MIN,L,35,6,3,0,0,0,119.2,WAS,28,6,3,1,1,1,117.5
645,PHX,L,33,7,4,2,2,2,111.9,LAC,34,6,3,0,0,0,117.2
646,CHI,L,29,4,0,3,3,3,108.9,MIL,40,10,5,0,0,0,122.8
647,CLC,L,22,3,1,0,0,0,107.9,SBL,24,6,3,0,0,0,123.9
648,SCW,W,16,5,3,0,0,0,121.1,TEX,15,4,2,0,0,0,111.6
649,BOS,W,43,6,4,3,3,3,115.8,DET,15,3,1,0,0,0,113.7
650,DEN,W,43,6,3,1,1,1,118.1,DAL,33,6,3,2,2,2,113.9
651,MCC,W,12,6,3,1,1,1,116.0,GBO,14,5,3,0,0,0,116.4
652,IND,W,27,1,0,1,1,1,111.7,CHI,29,4,1,1,1,1,107.2
653,ATL,L,31,5,2,2,2,2,121.6,NYK,35,6,4,1,1,1,116.0
654,LAL,W,27,4,1,1,1,1,116.5,NOP,34,4,4,1,1,1,112.7
655,FWN,W,23,5,2,0,0,0,121.8,CPS,21,5,2,1,1,1,114.9
656,PHI,W,41,7,3,2,2,2,115.3,CLE,39,8,5,1,1,1,112.8
657,CCG,L,20,4,2,0,0,0,115.2,WES,13,5,1,2,2,2,110.8
658,CHA,W,16,3,1,1,1,1,114.0,SAS,15,0,0,0,0,0,110.6
659,MEM,W,37,3,2,1,1,1,110.1,UTA,30,5,2,2,2,2,118.5
660,OKC,W,32,5,3,1,1,1,120.9,HOU,16,2,0,2,2,2,110.6
661,BKN,W,35,4,1,1,1,1,113.4,MIA,36,6,3,1,1,1,107.2
662,OKL,L,15,4,1,0,0,0,113.3,MHU,24,6,4,1,1,1,118.4
663,PHX,W,32,7,4,1,1,1,112.7,SAC,36,5,3,1,1,1,116.7
664,GRG,W,10,3,1,1,1,1,105.3,WCB,20,5,3,2,2,2,116.3
665,ONT,W,10,4,1,0,0,0,116.1,TEX,15,4,2,0,0,0,112.0
666,POR,L,29,6,2,1,1,1,122.4,WAS,27,6,2,0,0,0,117.6
667,LAC,W,33,6,2,0,0,0,117.1,GSW,32,6,3,1,1,1,123.0
668,MIL,W,39,10,5,0,0,0,124.7,BOS,43,6,4,1,1,1,113.1
669,TOR,W,30,6,4,1,1,1,115.7,ORL,28,5,3,2,2,2,108.9
670,CLC,W,21,3,0,3,3,3,106.3,WIS,14,2,1,0,0,0,119.3
671,FWN,W,22,5,2,0,0,0,120.7,SBL,24,6,3,1,1,1,121.7
672,IND,L,27,2,1,0,0,0,111.6,UTA,29,4,1,1,1,1,116.8
673,CHA,W,15,2,0,2,2,2,109.3,ATL,31,5,3,1,1,1,117.8
674,GSW,W,31,5,2,3,3,3,121.1,WAS,27,7,2,0,0,0,118.8
675,CLE,W,38,8,5,0,0,0,112.4,SAS,15,0,0,1,1,1,110.1
676,MIA,L,36,7,3,0,0,0,106.4,DEN,42,6,3,1,1,1,116.8
677,PHI,W,40,7,3,0,0,0,115.9,HOU,16,3,0,1,1,1,112.1
678,DAL,L,33,6,3,1,1,1,114.4,MIN,34,6,2,1,1,1,117.9
679,CHI,L,29,4,2,1,1,1,109.1,ORL,27,5,3,1,1,1,111.5
680,NYK,W,34,6,3,0,0,0,114.1,BKN,35,4,2,2,2,2,116.1
681,OKC,L,32,5,3,0,0,0,122.2,NOP,33,3,3,2,2,2,112.2
682,MCC,W,11,6,2,0,0,0,114.7,GBO,14,5,4,0,0,0,116.0
683,GRG,L,10,3,1,1,1,1,102.1,WCB,19,4,2,1,1,1,114.4
684,SLC,W,17,6,4,0,0,0,119.5,SXF,22,5,3,0,0,0,106.8
685,IWA,W,16,3,1,0,0,0,117.1,STO,23,6,3,1,1,1,115.3
686,DEL,W,20,8,4,0,0,0,127.4,CPS,21,6,3,2,2,2,117.4
687,OKL,L,15,4,2,0,0,0,113.7,MHU,23,6,3,0,0,0,119.1
688,POR,W,28,6,2,1,1,1,124.4,LAL,27,4,2,2,2,2,116.5
689,WES,W,12,4,1,0,0,0,109.2,RAP,16,7,3,3,3,3,118.4
690,IWA,L,16,4,2,0,0,0,117.3,STO,22,6,2,0,0,0,113.3
691,TOR,W,29,6,3,1,1,1,116.3,DET,15,3,2,0,0,0,112.7
692,WES,L,12,4,2,0,0,0,108.7,RAP,15,6,2,2,2,2,117.6
693,BOS,W,42,6,4,1,1,1,111.8,MEM,37,3,2,0,0,0,110.2
694,FWN,L,22,6,3,0,0,0,122.6,SBL,23,6,3,0,0,0,121.8
695,TEX,W,14,3,1,0,0,0,112.7,GLI,11,3,2,0,0,0,108.0
696,SAC,W,35,5,2,0,0,0,116.7,DAL,33,6,4,1,1,1,111.4
697,NYK,W,33,5,3,1,1,1,113.1,UTA,29,5,2,0,0,0,117.4
698,DEL,W,19,8,4,1,1,1,125.7,WIS,14,2,1,0,0,0,118.0
699,GSW,L,31,6,2,1,1,1,122.8,LAL,26,4,2,1,1,1,117.7
700,CHA,L,15,2,0,0,0,0,109.0,DEN,41,5,3,1,1,1,114.8
701,ORL,L,27,6,3,0,0,0,112.5,MIA,35,6,3,1,1,1,104.7
702,MNE,W,23,5,4,1,1,1,115.6,CLC,21,4,0,0,0,0,107.0
703,OSC,W,9,4,1,0,0,0,115.6,SLC,17,6,5,1,1,1,118.6
704,CPS,L,21,7,4,3,3,3,120.0,LIN,26,10,5,0,0,0,117.0
705,AUS,L,11,4,2,0,0,0,109.1,BHM,4,3,1,0,0,0,104.9
706,WAS,W,26,7,2,1,1,1,117.7,IND,27,2,1,2,2,2,111.0
707,WCB,L,19,5,3,1,1,1,116.7,SCW,15,4,3,0,0,0,120.9
708,ATL,W,30,4,3,0,0,0,117.1,SAS,15,0,0,0,0,0,112.2
709,BKN,L,35,5,2,0,0,0,118.3,PHI,39,7,3,3,3,3,116.3
710,CLE,W,37,7,5,3,3,3,113.0,CHI,29,5,3,0,0,0,111.3
711,MCC,W,10,5,2,1,1,1,116.1,OKL,15,4,2,0,0,0,115.5
712,MNE,W,22,4,3,0,0,0,115.7,CLC,21,5,1,0,0,0,109.1
713,IND,L,27,2,1,0,0,0,111.7,PHX,31,7,3,1,1,1,112.2
714,OSC,L,9,5,1,0,0,0,115.8,SLC,16,6,5,0,0,0,118.7
715,WES,L,12,4,3,0,0,0,110.8,SXF,21,5,3,0,0,0,108.3
716,NOP,L,33,3,3,0,0,0,111.1,CLE,36,7,4,1,1,1,112.6
717,MEM,W,36,2,2,1,1,1,109.5,MIN,34,6,3,2,2,2,118.6
718,AUS,W,10,3,1,0,0,0,107.3,GLI,11,3,2,1,1,1,111.3
719,GBO,W,13,5,4,0,0,0,115.8,FWN,22,7,3,0,0,0,123.0
720,TOR,L,29,6,3,1,1,1,115.1,UTA,28,5,2,1,1,1,117.8
721,SAC,L,35,5,3,0,0,0,118.0,DAL,32,6,4,0,0,0,110.7
722,MCC,W,9,4,2,0,0,0,114.3,OKL,15,5,3,0,0,0,116.0
723,BOS,W,41,6,4,5,5,5,111.2,CHA,15,3,0,0,0,0,109.6
724,MIA,W,34,6,2,2,2,2,107.4,HOU,16,3,1,0,0,0,113.0
725,LAC,L,33,7,3,0,0,0,117.7,MIL,38,9,5,1,1,1,123.0
726,DET,W,14,2,1,0,0,0,109.3,SAS,15,0,0,1,1,1,111.7
727,POR,L,28,6,3,0,0,0,122.7,OKC,31,5,2,2,2,2,121.0
728,CCG,L,20,5,3,0,0,0,113.3,WIS,13,2,0,0,0,0,116.6
729,PHI,W,38,7,2,1,1,1,116.4,NYK,33,5,3,2,2,2,114.7
730,GRG,W,9,2,1,0,0,0,99.3,STO,22,7,3,1,1,1,116.0
731,ORL,W,26,5,3,0,0,0,112.8,DEN,41,6,4,1,1,1,117.8
732,MHU,W,22,5,2,2,2,2,118.7,MXC,25,7,5,2,2,2,114.4
733,BKN,W,34,5,2,0,0,0,118.4,CHI,29,6,3,2,2,2,113.4
734,ATL,W,29,4,2,1,1,1,119.4,PHX,31,8,4,0,0,0,112.7
735,LAL,L,26,5,2,1,1,1,119.3,MIL,37,9,5,0,0,0,124.5
736,WCB,W,18,4,3,0,0,0,116.1,SCW,15,5,3,0,0,0,122.3
737,ONT,L,10,5,2,1,1,1,116.2,SBL,22,6,2,0,0,0,121.6
738,IWA,L,16,4,2,0,0,0,115.9,TEX,13,2,1,1,1,1,110.2
739,HOU,L,16,3,2,0,0,0,111.9,SAC,34,5,3,3,3,3,116.8
740,RAP,L,15,7,3,1,1,1,118.1,MNE,21,3,2,2,2,2,116.8
741,CLE,W,35,6,4,2,2,2,112.7,DET,14,2,1,0,0,0,111.8
742,UTA,L,28,5,2,2,2,2,117.7,MIN,33,6,2,1,1,1,115.6
743,MIA,W,33,5,2,1,1,1,107.1,IND,27,2,1,2,2,2,111.2
744,LIN,W,25,9,5,1,1,1,115.8,SXF,21,5,4,0,0,0,109.1
745,LAC,L,33,8,3,2,2,2,120.4,DAL,31,5,3,1,1,1,111.9
746,POR,W,27,5,3,0,0,0,119.7,GSW,31,6,3,2,2,2,122.4
747,FWN,W,21,7,3,1,1,1,122.6,OKL,15,5,4,0,0,0,115.2
748,AUS,L,10,3,2,0,0,0,106.0,GLI,10,3,1,0,0,0,114.3
749,CPS,W,20,6,3,2,2,2,118.3,WES,12,5,3,2,2,2,112.6
750,GRG,L,9,2,1,0,0,0,101.6,STO,21,7,3,0,0,0,117.5
751,CLC,L,21,6,1,0,0,0,109.4,DEL,18,8,4,1,1,1,125.6
752,GBO,L,13,5,4,0,0,0,113.2,SLC,15,6,4,0,0,0,116.9
753,WAS,W,25,6,2,3,3,3,117.7,CHA,15,4,1,1,1,1,111.4
754,BOS,W,40,6,3,1,1,1,113.6,PHI,38,8,3,0,0,0,117.8
755,TOR,W,28,5,3,1,1,1,116.5,SAS,15,1,0,0,0,0,112.5
756,DEN,W,40,6,3,1,1,1,115.4,MIN,33,7,3,2,2,2,117.2
757,NOP,W,32,2,2,1,1,1,110.5,ATL,29,5,2,1,1,1,121.7
758,MEM,W,35,2,1,0,0,0,110.6,CHI,29,7,4,0,0,0,117.7
759,MHU,W,21,5,2,0,0,0,117.3,BHM,4,3,2,0,0,0,105.8
760,IWA,L,16,4,2,0,0,0,117.8,MXC,24,7,4,0,0,0,115.7
761,BKN,L,34,5,3,0,0,0,118.4,PHX,30,8,4,1,1,1,112.8
762,LIN,W,24,9,5,0,0,0,116.4,SXF,21,6,4,0,0,0,111.1
763,LAL,L,26,5,2,0,0,0,117.4,OKC,30,5,2,0,0,0,118.9
764,WIS,L,13,2,1,0,0,0,119.4,SCW,14,5,3,0,0,0,121.3
765,ORL,L,26,6,3,0,0,0,115.3,NYK,32,4,2,1,1,1,115.0
766,FWN,L,21,7,3,1,1,1,122.2,CCG,19,4,2,0,0,0,110.4
767,RAP,L,15,7,4,1,1,1,118.8,MNE,20,3,1,1,1,1,118.5
768,HOU,L,16,3,2,0,0,0,113.1,SAC,33,5,2,2,2,2,114.4
769,POR,L,27,5,3,0,0,0,120.2,MIL,36,9,5,1,1,1,125.0
770,MCC,L,9,4,3,0,0,0,114.0,STO,20,6,2,0,0,0,116.3
771,UTA,L,28,6,3,1,1,1,117.8,DAL,30,4,3,2,2,2,111.8
772,CLC,L,21,7,2,0,0,0,111.7,DEL,17,7,3,0,0,0,125.9
773,BKN,L,34,5,3,1,1,1,116.6,LAC,32,7,3,0,0,0,118.3
774,WAS,L,25,6,3,0,0,0,119.4,CLE,34,5,3,1,1,1,112.7
775,GSW,W,30,6,3,1,1,1,121.0,OKC,30,6,2,0,0,0,119.9
776,CPS,W,19,6,2,1,1,1,116.5,WES,12,5,4,2,2,2,111.1
777,DET,L,14,3,2,0,0,0,115.4,BOS,39,6,2,2,2,2,114.7
778,CHI,W,28,6,3,0,0,0,115.9,SAS,15,1,0,1,1,1,114.0
779,CHA,L,15,4,2,1,1,1,111.9,ORL,25,5,2,1,1,1,115.0
780,OSC,L,9,5,1,0,0,0,117.0,MXC,23,6,3,0,0,0,115.7
781,NOP,W,31,1,1,0,0,0,106.7,SAC,33,6,2,0,0,0,117.2
782,MEM,L,35,3,1,1,1,1,113.9,TOR,27,4,2,0,0,0,118.1
783,NYK,W,31,3,2,1,1,1,116.3,PHI,38,9,4,1,1,1,119.9
784,IND,L,27,2,1,1,1,1,112.8,CLE,33,5,3,1,1,1,111.8
785,SXF,W,20,6,3,1,1,1,111.5,BHM,4,3,2,0,0,0,105.7
786,GBO,W,12,4,3,0,0,0,111.6,WCB,18,4,3,1,1,1,114.7
787,MIN,W,32,6,3,1,1,1,116.2,DEN,40,7,3,1,1,1,117.8
788,ONT,W,9,5,2,0,0,0,116.5,SBL,22,7,3,0,0,0,123.7
789,IWA,W,15,3,1,0,0,0,115.2,AUS,10,3,2,1,1,1,107.5
790,DET,L,14,3,2,0,0,0,117.0,PHX,29,7,3,1,1,1,111.8
791,CHI,W,27,5,2,0,0,0,112.7,POR,27,6,4,0,0,0,122.1
792,BKN,W,33,4,2,3,3,3,114.3,WAS,25,7,4,0,0,0,117.1
793,MNE,W,19,3,1,0,0,0,117.4,CPS,19,6,3,3,3,3,116.4
794,RAP,W,14,6,4,1,1,1,116.6,CLC,21,8,3,0,0,0,109.8
795,IWA,L,15,3,2,0,0,0,113.8,AUS,9,3,1,0,0,0,105.5
796,SBL,W,21,7,3,3,3,3,124.6,GLI,10,3,1,0,0,0,113.6
797,FWN,W,20,7,3,0,0,0,122.9,CCG,19,5,2,0,0,0,111.2
798,SLC,W,14,6,3,0,0,0,117.0,RGV,22,7,5,1,1,1,118.1
799,LIN,W,23,9,5,0,0,0,117.1,MCC,9,4,3,0,0,0,112.5
800,MHU,L,21,6,2,1,1,1,117.2,DEL,16,6,3,0,0,0,124.3
801,GSW,W,29,5,3,0,0,0,120.9,DAL,30,4,3,1,1,1,112.4
802,MIL,W,35,8,5,0,0,0,122.2,MIA,33,6,3,2,2,2,106.7
803,OKC,W,29,6,2,0,0,0,117.9,HOU,16,3,2,2,2,2,111.0
804,OKL,W,14,4,3,2,2,2,114.1,STO,20,7,3,1,1,1,116.2
805,NYK,L,31,4,3,0,0,0,115.2,LAC,31,6,3,0,0,0,115.9
806,NOP,W,30,0,0,0,0,0,103.9,LAL,26,6,3,1,1,1,118.8
807,DEN,W,39,7,3,0,0,0,116.9,ATL,29,6,3,1,1,1,123.0
808,MNE,L,19,4,1,0,0,0,119.0,CPS,18,5,3,2,2,2,116.6
809,SAS,L,15,1,0,1,1,1,112.8,PHI,37,8,4,0,0,0,117.6
810,GBO,W,11,4,2,1,1,1,111.1,GRG,9,2,2,0,0,0,101.5
811,IND,W,26,1,1,0,0,0,113.3,SAC,33,7,3,1,1,1,120.7
812,DET,W,13,2,1,1,1,1,116.3,CHA,15,4,2,0,0,0,111.3
813,UTA,L,28,7,3,1,1,1,118.6,ATL,28,6,2,0,0,0,122.9
814,WAS,L,25,7,5,0,0,0,116.7,POR,26,6,4,0,0,0,123.3
815,SXF,W,19,6,2,0,0,0,112.4,BHM,4,3,2,0,0,0,106.4
816,BOS,L,39,7,2,1,1,1,116.2,PHX,28,6,3,0,0,0,112.8
817,SCW,W,13,4,2,0,0,0,120.5,ONT,9,6,3,0,0,0,117.7
818,HOU,L,16,3,3,1,1,1,111.3,TOR,26,4,2,1,1,1,118.7
819,WIS,L,13,2,1,1,1,1,118.4,WCB,17,4,2,1,1,1,112.5
820,MIN,L,32,6,4,1,1,1,116.7,ORL,24,4,2,0,0,0,113.1
821,MHU,W,20,6,2,0,0,0,115.8,DEL,16,7,4,0,0,0,123.8
822,CLE,W,32,4,2,0,0,0,109.2,MEM,35,4,1,1,1,1,115.6
823,NYK,W,30,4,2,0,0,0,115.8,MIA,33,7,4,0,0,0,107.1
824,DEN,W,38,7,2,2,2,2,115.0,GSW,29,6,3,0,0,0,123.6
825,MIL,W,34,7,5,0,0,0,121.8,LAC,31,7,4,0,0,0,117.5
826,RAP,W,13,5,4,0,0,0,115.4,CLC,21,9,4,0,0,0,111.3
827,DAL,W,29,4,2,1,1,1,113.2,NOP,30,1,0,1,1,1,104.9
828,CHI,W,26,4,2,1,1,1,111.2,CHA,15,4,2,1,1,1,112.9
829,AUS,L,9,3,2,1,1,1,102.6,OKL,13,3,2,0,0,0,114.2
830,IND,L,26,1,1,1,1,1,113.3,LAL,25,5,2,0,0,0,118.8
831,SAS,L,15,1,0,0,0,0,114.8,SAC,32,7,2,2,2,2,122.3
832,WIS,L,13,2,1,1,1,1,116.9,WES,11,5,3,0,0,0,111.6
833,HOU,W,15,2,2,1,1,1,111.6,OKC,29,6,2,0,0,0,118.4
834,MIN,W,31,6,3,0,0,0,115.8,GSW,29,6,4,1,1,1,123.5
835,UTA,W,27,6,3,0,0,0,117.3,TOR,26,4,3,1,1,1,116.2
836,PHX,L,28,6,4,0,0,0,112.5,ATL,27,6,1,0,0,0,121.0
837,GBO,W,10,3,1,0,0,0,112.3,GRG,9,2,2,0,0,0,101.5
838,ONT,L,9,7,3,0,0,0,116.2,RGV,21,7,4,1,1,1,118.0
839,PHI,W,36,8,4,2,2,2,121.8,ORL,24,5,3,1,1,1,114.6
840,BOS,W,38,7,2,2,2,2,114.8,BKN,33,4,3,0,0,0,114.5
841,BHM,L,4,3,3,0,0,0,105.9,DEL,15,7,4,0,0,0,122.5
842,MXC,W,22,6,3,0,0,0,116.5,SBL,21,8,3,0,0,0,125.0
843,CCG,W,18,4,2,1,1,1,110.0,MNE,19,5,1,2,2,2,119.6
844,MEM,L,35,5,1,1,1,1,117.9,POR,25,5,3,0,0,0,122.4
845,NYK,L,30,5,2,0,0,0,115.4,LAL,24,4,2,0,0,0,117.4
846,SLC,W,13,5,2,1,1,1,115.7,MHU,20,7,3,0,0,0,118.1
847,CHI,L,26,5,3,0,0,0,113.5,LAC,30,6,4,0,0,0,117.0
848,SXF,W,18,6,2,1,1,1,115.1,TEX,13,2,1,0,0,0,113.9
849,CLE,L,32,5,3,1,1,1,111.4,MIA,32,7,3,0,0,0,108.3
850,MIL,W,33,7,4,1,1,1,120.8,CHA,15,4,3,1,1,1,113.4
851,DEN,W,37,7,2,1,1,1,115.4,NOP,30,1,0,1,1,1,105.0
852,DAL,W,28,3,2,0,0,0,112.2,DET,13,2,1,1,1,1,116.7
853,OKC,L,29,7,3,0,0,0,118.4,GSW,28,5,3,0,0,0,120.8
854,SAS,L,15,1,0,0,0,0,115.5,WAS,24,6,5,0,0,0,115.0
855,BKN,W,32,4,3,0,0,0,112.6,LAL,24,4,3,1,1,1,117.9
856,PHX,W,27,6,4,0,0,0,113.6,TOR,26,5,3,1,1,1,118.0
857,MIN,L,31,7,4,1,1,1,116.8,SAC,31,7,2,0,0,0,124.1
858,LIN,W,22,8,5,0,0,0,115.9,WIS,13,2,1,0,0,0,115.7
859,ONT,L,9,7,3,0,0,0,114.7,RGV,20,6,4,0,0,0,117.8
860,OSC,L,9,6,2,1,1,1,118.6,WES,10,4,2,0,0,0,109.9
861,POR,W,24,4,2,0,0,0,120.1,ATL,27,6,2,0,0,0,119.0
862,SLC,W,12,5,1,0,0,0,115.7,MHU,20,8,3,0,0,0,118.8
863,PHI,L,36,9,5,2,2,2,123.2,ORL,23,4,2,0,0,0,113.8
864,CPS,W,17,4,3,0,0,0,116.4,MCC,9,4,4,1,1,1,112.0
865,WES,W,9,3,1,0,0,0,109.9,GRG,9,3,2,1,1,1,104.0
866,IWA,W,14,2,2,0,0,0,113.7,OKL,13,3,2,1,1,1,111.5
867,CLE,W,31,4,2,0,0,0,110.6,LAC,30,7,5,1,1,1,118.4
868,MIL,W,32,7,4,1,1,1,118.4,NOP,30,2,0,0,0,0,107.2
869,TEX,L,13,3,2,1,1,1,116.7,MXC,21,6,2,2,2,2,116.9
870,CCG,L,18,5,2,1,1,1,109.9,LIN,21,8,5,2,2,2,117.7
871,SBL,W,20,7,3,2,2,2,121.5,SCW,13,5,2,2,2,2,121.2
872,CHA,W,14,3,3,0,0,0,112.3,MIA,32,7,4,2,2,2,106.7
873,MEM,W,34,5,0,1,1,1,118.8,IND,26,1,1,0,0,0,114.6
874,NOP,L,30,2,0,1,1,1,108.6,WAS,23,5,4,0,0,0,115.0
875,RGV,W,19,5,4,3,3,3,115.6,AUS,9,3,2,0,0,0,101.9
876,POR,L,24,4,2,0,0,0,120.1,TOR,25,5,2,1,1,1,118.9
877,WIS,L,13,3,2,1,1,1,117.5,GBO,9,2,1,0,0,0,110.2
878,STO,L,20,8,4,1,1,1,118.0,MHU,19,8,3,0,0,0,120.0
879,MNE,L,19,6,1,0,0,0,122.6,BHM,3,2,2,0,0,0,104.4
880,ATL,L,27,7,3,1,1,1,118.9,LAC,29,6,4,0,0,0,117.2
881,OSC,L,9,7,3,1,1,1,118.0,FWN,19,6,3,0,0,0,122.1
882,ORL,L,23,5,3,1,1,1,114.4,CHI,25,5,3,0,0,0,113.3
883,MIN,W,30,6,4,0,0,0,116.9,SAC,31,7,3,0,0,0,126.5
884,BOS,W,37,7,2,1,1,1,113.0,LAL,24,5,3,0,0,0,119.4
885,BKN,W,31,4,2,1,1,1,111.2,NYK,30,5,2,0,0,0,114.6
886,TEX,L,13,4,2,1,1,1,115.4,MXC,20,6,2,1,1,1,114.7
887,SAS,L,15,1,1,0,0,0,115.3,PHX,26,5,4,1,1,1,110.6
888,PHI,W,35,8,5,0,0,0,121.8,DEN,37,8,3,0,0,0,115.7
889,UTA,W,26,5,3,0,0,0,118.3,DAL,28,3,2,2,2,2,113.1
890,DET,L,13,3,1,0,0,0,117.5,HOU,14,1,1,0,0,0,109.5
891,WIS,W,12,3,1,0,0,0,118.6,GBO,9,2,1,0,0,0,109.8
892,IND,L,26,2,1,0,0,0,113.1,MIL,31,6,4,1,1,1,115.2
893,SBL,L,20,7,4,2,2,2,120.1,SCW,12,4,1,1,1,1,120.5
894,IWA,L,14,3,2,0,0,0,114.2,OKL,12,3,2,0,0,0,111.2
895,CPS,L,17,4,3,0,0,0,116.0,MCC,8,4,3,0,0,0,111.8
896,MIA,W,31,7,3,0,0,0,106.1,ORL,23,5,3,0,0,0,115.4
897,MIN,W,29,6,3,1,1,1,116.2,MEM,34,6,1,1,1,1,121.1
898,OKC,W,28,7,3,0,0,0,119.9,CLE,31,5,2,1,1,1,111.8
899,CCG,W,17,5,2,0,0,0,110.9,WCB,17,5,2,1,1,1,113.7
900,GSW,W,27,4,3,1,1,1,119.8,TOR,25,6,2,0,0,0,118.9
901,WES,L,9,3,2,0,0,0,111.3,GRG,8,2,1,0,0,0,103.9
902,OSC,W,8,7,3,0,0,0,116.1,FWN,19,7,4,0,0,0,123.1
903,HOU,L,14,1,1,0,0,0,111.4,CLE,30,4,2,0,0,0,111.3
904,BKN,L,31,4,2,1,1,1,110.2,DET,12,2,1,0,0,0,115.1
905,GLI,L,10,4,1,1,1,1,115.6,SLC,11,5,1,2,2,2,117.2
906,BOS,L,37,8,3,1,1,1,113.4,NYK,29,5,1,0,0,0,113.8
907,AUS,W,8,2,1,1,1,1,98.2,TEX,13,4,2,2,2,2,114.7
908,LAC,W,28,5,3,3,3,3,114.9,SAS,15,2,1,0,0,0,117.4
909,PHX,L,26,5,4,1,1,1,110.7,DAL,27,3,1,1,1,1,115.9
910,RAP,L,13,6,4,1,1,1,118.6,BHM,2,1,1,0,0,0,103.6
911,RGV,W,18,4,3,2,2,2,116.3,MXC,20,6,3,2,2,2,116.4
912,STO,W,19,8,4,0,0,0,116.4,MHU,19,9,4,0,0,0,120.8
913,CHA,W,13,3,2,0,0,0,115.0,CHI,25,6,3,1,1,1,115.8
914,PHI,W,34,8,5,2,2,2,121.0,BKN,31,5,2,0,0,0,110.8
915,ONT,W,8,6,3,1,1,1,113.3,SLC,11,5,2,0,0,0,117.6
916,GSW,W,26,4,2,1,1,1,121.9,MEM,34,7,2,0,0,0,121.4
917,FWN,W,18,6,4,0,0,0,121.1,MNE,19,7,2,1,1,1,122.5
918,SAC,L,31,7,4,1,1,1,128.7,TOR,24,5,2,0,0,0,118.4
919,MIL,W,30,6,3,0,0,0,114.9,DEN,37,9,4,0,0,0,117.9
920,RAP,W,12,5,4,0,0,0,118.6,BHM,2,1,1,0,0,0,106.3
921,POR,W,23,3,2,1,1,1,116.6,UTA,26,6,3,2,2,2,119.0
922,CCG,L,17,6,2,0,0,0,113.1,WCB,16,4,2,0,0,0,112.1
923,MCC,W,7,3,2,1,1,1,110.3,WIS,12,4,1,3,3,3,117.7
924,CLC,W,20,8,4,1,1,1,110.1,CPS,17,5,4,1,1,1,116.9
925,LAL,W,23,5,3,3,3,3,121.1,SAS,15,2,1,0,0,0,118.4
926,ORL,W,22,5,2,0,0,0,115.4,IND,26,3,1,2,2,2,111.9
927,NOP,L,30,2,0,1,1,1,108.6,MIN,28,6,2,0,0,0,117.9
928,LIN,W,20,8,4,0,0,0,115.6,IWA,14,3,2,0,0,0,114.8
929,OKL,W,11,2,1,0,0,0,110.4,GRG,8,2,1,1,1,1,102.5
930,HOU,L,14,1,1,0,0,0,111.9,WAS,22,5,3,0,0,0,116.0
931,OKC,L,28,7,4,1,1,1,118.2,ATL,26,6,3,0,0,0,116.6
932,IND,W,25,2,0,0,0,0,112.9,CHI,25,6,3,1,1,1,118.2
933,WES,W,8,2,1,0,0,0,107.7,IWA,14,3,2,1,1,1,116.8
934,LAL,L,23,6,3,0,0,0,120.8,LAC,27,4,3,2,2,2,110.7
935,RGV,W,17,3,2,1,1,1,117.1,MXC,20,7,3,2,2,2,118.0
936,NYK,W,28,5,1,1,1,1,115.0,CLE,30,5,2,1,1,1,110.0
937,MIA,W,30,6,3,1,1,1,107.2,BOS,37,9,4,2,2,2,116.3
938,NOP,L,30,3,1,1,1,1,110.7,DEN,36,9,4,0,0,0,120.2
939,CLC,L,20,8,5,1,1,1,108.9,CPS,16,4,3,0,0,0,117.1
940,DAL,L,27,3,1,0,0,0,112.8,WAS,21,5,3,1,1,1,115.2
941,DEL,W,14,6,4,0,0,0,120.1,OSC,8,7,4,0,0,0,117.3
942,PHX,W,25,4,3,0,0,0,106.7,CHA,13,3,2,0,0,0,116.0
943,SXF,W,17,6,1,0,0,0,118.2,AUS,8,3,1,0,0,0,100.3
944,OKL,L,11,3,1,0,0,0,111.7,GRG,7,2,0,0,0,0,102.0
