,H_TEAM,H_TEAM_WIN,H_SSN_W,H_LAST10_W,H_LAST5_W,H_SEASON_W_OPP,H_LAST10_W_OPP,H_LAST5_W_OPP,H_AVG_PTS,H_AVG_FG_PCT,H_AVG_FGA,H_AVG_FG3M,H_AVG_FTM,H_AVG_DREB,H_AVG_OREB,H_AVG_REB,H_AVG_STL,A_TEAM,A_SSN_W,A_LAST10_W,A_LAST5_W,A_SSN_W_OPP,A_LAST10_W_OPP,A_LAST5_W_OPP,A_AVG_PTS,A_AVG_FG_PCT,A_AVG_FGA,A_AVG_FG3M,A_AVG_FTM,A_AVG_DREB,A_AVG_OREB,A_AVG_REB,A_AVG_STL
28,GSW,W,64,8,3,3,3,2,113.25,0.48739999999999994,84.9,13.7,16.95,34.15,9.7,43.85,7.25,MEM,64,5,3,4,4,3,118.4,0.45885,93.2,13.8,19.2,33.4,12.95,46.35,9.2
29,MIL,L,58,7,4,4,4,4,113.45,0.4751999999999999,89.2,12.3,16.55,38.55,9.45,48.0,7.05,BOS,58,7,3,3,3,1,118.15,0.49605,85.9,15.85,17.1,34.4,9.35,43.75,7.55
30,PHI,W,58,6,2,3,3,2,113.85,0.48805000000000004,81.8,13.05,20.8,33.4,8.5,41.9,7.55,MIA,64,7,4,4,4,3,110.85,0.47995,83.0,14.0,17.35,32.2,8.05,40.25,7.65
31,DAL,W,61,6,3,1,1,1,112.05,0.47669999999999996,82.35,15.3,18.25,32.4,7.35,39.75,6.4,PHX,73,6,4,5,5,4,114.25,0.50275,88.15,10.7,15.65,32.35,9.0,41.35,7.95
32,MIL,W,57,7,4,3,3,3,115.05,0.4814,88.7,12.75,17.0,38.5,9.2,47.7,7.25,BOS,58,8,4,3,3,2,117.7,0.49639999999999995,85.95,15.85,16.55,34.3,9.35,43.65,7.7
33,GSW,W,63,8,3,2,2,2,110.55,0.47479999999999994,84.95,13.4,16.65,34.0,9.85,43.85,7.4,MEM,64,6,3,4,4,3,118.05,0.4603499999999999,92.9,13.4,19.25,33.9,13.35,47.25,9.15
34,PHI,W,57,6,1,2,2,2,114.55,0.4891500000000001,82.75,13.0,20.45,33.35,8.65,42.0,7.5,MIA,64,8,4,4,4,3,112.15,0.48255,82.75,14.25,18.2,32.8,7.85,40.65,7.15
35,DAL,W,60,6,2,0,0,0,112.3,0.47639999999999993,82.3,15.35,18.55,32.6,7.55,40.15,6.0,PHX,73,7,4,5,5,5,116.0,0.5084000000000001,88.55,10.6,16.2,32.5,9.05,41.55,7.95
36,PHX,W,72,6,4,4,4,4,116.0,0.50405,89.5,10.6,15.8,32.8,9.5,42.3,7.9,DAL,60,7,3,0,0,0,111.9,0.4767499999999999,82.35,15.1,18.3,33.15,7.75,40.9,5.85
37,MIA,W,63,8,4,3,3,3,111.4,0.4768,83.25,14.3,17.9,33.1,8.0,41.1,7.25,PHI,57,6,2,2,2,2,113.8,0.48710000000000003,82.2,12.95,20.55,33.65,8.65,42.3,7.35
38,MEM,W,63,5,3,3,3,3,119.5,0.46624999999999994,93.6,13.45,18.85,33.75,13.6,47.35,9.05,GSW,63,9,4,2,2,2,111.8,0.4805499999999999,84.4,13.95,16.85,34.0,9.45,43.45,7.45
39,BOS,W,57,8,4,2,2,2,117.95,0.4959999999999999,86.45,15.15,17.1,34.35,9.65,44.0,7.7,MIL,57,8,4,3,3,3,116.6,0.48134999999999994,89.35,13.2,17.5,38.7,9.25,47.95,7.55
40,MIA,W,62,8,4,2,2,2,111.95,0.4789,82.95,14.4,18.25,33.2,7.65,40.85,7.45,PHI,57,7,3,2,2,2,114.75,0.49024999999999996,82.0,13.45,20.7,33.9,8.45,42.35,7.6
41,PHX,W,71,6,3,3,3,3,116.5,0.506,89.45,10.95,15.65,32.3,9.15,41.45,8.2,DAL,60,8,4,0,0,0,111.85,0.4779,82.25,14.9,18.35,33.1,7.85,40.95,5.8
42,MEM,L,63,5,4,3,3,3,119.95,0.46820000000000006,93.95,13.2,18.85,34.1,13.8,47.9,8.9,GSW,62,9,4,1,1,1,112.05,0.4805499999999999,84.4,14.15,16.9,34.35,9.25,43.6,7.1
43,BOS,L,57,8,5,2,2,2,119.25,0.5041,86.9,14.85,16.9,34.0,9.95,43.95,7.8,MIL,56,7,4,2,2,2,117.0,0.48145000000000004,89.45,13.45,17.55,38.05,9.15,47.2,7.4
44,MIN,L,52,5,2,4,4,2,118.6,0.46775,87.1,14.95,22.15,32.6,9.3,41.9,8.5,MEM,62,5,3,5,5,3,120.15,0.46704999999999997,94.85,12.9,18.75,33.9,13.95,47.85,8.95
45,TOR,L,53,5,2,6,5,2,110.05,0.45540000000000014,90.55,11.25,16.5,32.05,12.5,44.55,8.15,PHI,56,7,3,5,5,3,114.05,0.4872000000000001,81.9,13.25,20.8,33.65,8.3,41.95,7.7
46,UTA,L,53,5,2,4,4,2,109.25,0.45935,84.4,12.45,19.5,34.65,11.25,45.9,6.55,DAL,59,7,3,6,6,3,111.7,0.4776999999999999,81.95,14.8,18.6,33.3,7.9,41.2,5.85
47,NOP,L,41,5,2,3,3,2,112.95,0.47090000000000004,87.65,9.5,21.15,32.1,14.15,46.25,8.45,PHX,70,5,3,6,6,3,117.75,0.5044500000000001,90.8,11.15,15.4,32.8,9.6,42.4,8.4
48,GSW,W,61,8,4,5,5,4,112.6,0.48185,84.7,14.2,16.9,34.2,9.35,43.55,7.05,DEN,50,4,1,4,4,1,117.85,0.5069999999999999,85.35,12.05,19.7,33.1,9.95,43.05,6.75
49,MIL,W,55,6,3,7,7,4,117.4,0.48175,89.8,13.35,17.65,37.8,9.35,47.15,7.25,CHI,51,3,2,1,1,1,105.3,0.4516,87.05,9.4,17.5,32.2,8.85,41.05,7.15
50,MIA,W,61,8,3,7,7,4,111.6,0.47625,83.25,14.55,17.95,33.5,7.6,41.1,7.25,ATL,48,5,2,3,3,1,114.75,0.4753,86.95,13.85,18.1,33.35,9.7,43.05,7.45
51,MEM,W,61,5,2,4,4,2,121.2,0.47004999999999997,95.2,13.35,18.45,34.0,13.8,47.8,8.85,MIN,52,6,3,4,4,3,118.65,0.46825,87.45,15.0,21.75,32.4,9.25,41.65,8.45
52,PHX,W,69,4,2,5,5,3,117.75,0.5044500000000001,90.9,11.2,15.25,32.85,9.55,42.4,8.25,NOP,41,6,3,3,3,2,113.85,0.47590000000000005,87.95,9.85,20.6,32.0,14.15,46.15,8.5
53,DAL,W,58,7,3,5,5,3,112.25,0.4786999999999999,82.1,14.75,18.9,33.15,7.95,41.1,5.85,UTA,53,6,3,4,4,2,112.1,0.46840000000000004,84.85,13.1,19.8,34.7,11.4,46.1,6.35
54,BKN,L,48,5,2,1,1,0,118.25,0.5084500000000001,86.25,11.9,19.05,32.75,10.4,43.15,8.1,BOS,56,7,4,6,6,5,119.75,0.5045999999999999,86.6,15.0,17.45,33.6,9.95,43.55,8.1
55,PHI,L,56,8,4,5,5,3,115.15,0.48950000000000005,82.05,13.35,21.3,34.05,8.45,42.5,7.75,TOR,52,5,1,5,5,2,111.25,0.45335000000000003,91.55,11.45,16.9,31.55,13.5,45.05,8.35
56,ATL,L,48,6,3,3,3,2,116.55,0.47364999999999996,88.65,13.7,19.05,33.45,10.0,43.45,8.0,MIA,60,8,3,6,6,3,112.25,0.4814,83.2,14.6,17.65,33.7,7.5,41.2,7.0
57,NOP,W,40,5,3,2,2,2,114.45,0.47815,88.35,10.05,20.2,32.1,13.9,46.0,8.95,PHX,69,5,3,5,5,3,118.15,0.5018999999999999,91.6,11.4,15.25,33.55,9.65,43.2,8.35
58,CHI,L,51,4,2,1,1,1,106.25,0.4584499999999999,86.35,9.1,18.25,31.95,8.55,40.5,7.55,MIL,54,6,3,6,6,4,118.55,0.4821,90.5,13.5,17.85,37.35,9.9,47.25,7.45
59,DEN,W,49,4,1,3,3,1,116.85,0.5033000000000001,85.8,11.75,19.1,33.75,10.2,43.95,6.85,GSW,61,8,5,5,5,4,112.15,0.48075,85.0,14.25,16.3,34.9,9.4,44.3,6.7
60,MIN,W,51,5,2,3,3,2,119.3,0.47074999999999995,88.05,15.2,21.2,33.1,9.25,42.35,8.6,MEM,61,6,3,4,4,3,120.9,0.46835000000000004,95.75,12.85,18.45,33.75,14.1,47.85,9.0
61,BKN,L,48,6,3,1,1,0,119.7,0.5112000000000001,86.5,12.2,19.5,33.3,10.1,43.4,8.15,BOS,55,7,4,5,5,5,120.3,0.50545,86.85,15.2,17.4,34.35,10.05,44.4,7.65
62,UTA,W,52,5,2,3,3,1,112.2,0.46824999999999994,85.5,13.25,19.25,35.1,11.55,46.65,6.65,DAL,58,8,4,5,5,4,111.15,0.47295,82.55,14.3,18.85,32.6,8.2,40.8,5.8
63,TOR,W,51,5,1,4,4,2,111.6,0.4547,91.85,11.75,16.45,31.7,13.45,45.15,8.45,PHI,56,8,5,5,5,3,115.85,0.48725000000000007,82.65,13.4,21.85,34.05,8.65,42.7,7.9
64,ATL,W,47,6,3,2,2,1,117.55,0.47540000000000004,88.85,13.95,19.3,33.25,10.2,43.45,8.2,MIA,60,8,4,6,6,4,111.7,0.48365,82.15,14.55,17.75,33.6,7.25,40.85,7.0
65,NOP,L,40,6,3,2,2,2,114.9,0.47909999999999997,88.7,10.25,19.95,31.75,14.0,45.75,9.2,PHX,68,5,2,4,4,3,117.55,0.49560000000000015,91.85,11.85,15.1,34.5,9.55,44.05,8.3
66,CHI,L,51,4,2,1,1,1,107.5,0.4612,86.5,9.05,18.95,31.75,9.0,40.75,7.55,MIL,53,6,3,5,5,4,119.6,0.48545,90.3,13.5,18.5,36.75,10.15,46.9,7.5
67,MIN,L,51,5,3,3,3,3,120.75,0.472,88.4,15.25,22.1,33.9,9.75,43.65,8.55,MEM,60,6,2,3,3,2,121.9,0.47225,96.2,12.85,18.35,34.45,13.75,48.2,9.0
68,DEN,L,49,5,1,3,3,2,117.75,0.5056999999999999,86.0,11.7,19.45,33.8,10.0,43.8,6.8,GSW,60,7,5,4,4,3,112.45,0.47859999999999997,85.7,14.2,16.25,35.2,9.65,44.85,6.6
69,UTA,L,52,5,3,3,3,2,112.45,0.46595,86.1,13.65,18.8,35.75,11.8,47.55,6.7,DAL,57,8,4,4,4,3,110.4,0.4704,82.8,14.25,18.35,33.0,8.35,41.35,5.75
70,BOS,W,54,7,4,4,4,4,119.95,0.5029499999999999,87.25,15.2,17.05,34.7,10.25,44.95,7.5,BKN,48,6,4,1,1,1,120.35,0.51345,87.15,12.3,19.05,33.6,10.25,43.85,8.05
71,TOR,L,51,6,2,4,4,2,112.5,0.45669999999999994,91.8,11.65,17.15,32.25,13.65,45.9,8.35,PHI,55,7,4,4,4,3,115.65,0.4777000000000001,83.6,13.45,22.4,33.85,9.05,42.9,7.9
72,MIL,L,53,6,4,5,5,5,120.0,0.48674999999999996,90.6,13.3,18.6,36.9,10.3,47.2,7.55,CHI,50,4,1,0,0,0,107.4,0.4615,86.75,8.95,18.65,31.65,8.95,40.6,7.45
73,MIA,W,59,7,4,5,5,4,111.6,0.48555000000000004,82.05,14.35,17.65,33.6,7.3,40.9,6.95,ATL,47,7,3,2,2,1,117.9,0.47575,89.0,13.8,19.6,33.2,10.6,43.8,8.15
74,MEM,W,59,6,1,2,2,2,121.05,0.46955,96.55,12.95,17.6,34.1,13.9,48.0,9.05,MIN,51,6,3,3,3,3,122.7,0.4805,88.85,15.45,22.05,33.75,10.0,43.75,8.8
75,PHX,L,68,6,3,4,4,4,117.95,0.49750000000000016,92.2,11.9,14.75,34.3,9.45,43.75,8.25,NOP,39,6,2,1,1,1,113.75,0.47375000000000006,89.15,9.75,19.8,31.7,13.95,45.65,9.4
76,PHI,W,54,6,4,3,3,2,116.1,0.4760000000000001,84.35,13.35,22.45,33.65,9.1,42.75,7.9,TOR,51,7,3,4,4,3,112.45,0.45504999999999995,92.05,11.4,17.45,32.7,13.7,46.4,8.65
77,DAL,W,56,7,4,3,3,2,110.6,0.4706999999999999,82.85,13.85,18.85,33.0,8.75,41.75,5.85,UTA,52,5,4,3,3,3,112.4,0.46449999999999997,86.15,13.7,18.9,35.45,11.85,47.3,6.85
78,GSW,W,59,6,5,3,3,2,111.95,0.47619999999999996,86.1,14.1,15.85,35.3,9.85,45.15,6.65,DEN,49,5,2,3,3,3,119.35,0.51145,86.0,11.55,20.2,34.15,9.65,43.8,6.95
79,MIL,W,52,6,3,4,4,4,121.35,0.4890500000000001,90.95,13.5,19.05,36.6,10.3,46.9,7.7,CHI,50,4,1,0,0,0,109.3,0.4749,86.35,9.3,18.1,31.15,8.4,39.55,7.2
80,PHX,W,67,6,2,3,3,3,118.2,0.49295,92.55,12.25,15.05,34.3,9.35,43.65,8.3,NOP,39,7,3,1,1,1,114.35,0.4781000000000001,88.8,9.85,19.8,31.85,13.3,45.15,9.65
81,BOS,W,53,7,4,3,3,3,119.55,0.5008,87.35,15.2,16.95,34.65,10.15,44.8,7.15,BKN,48,7,5,1,1,1,120.0,0.5100500000000001,87.4,12.35,18.95,33.55,10.35,43.9,7.7
82,MIA,W,58,6,4,4,4,3,111.8,0.4820500000000001,82.8,14.5,17.6,33.75,7.55,41.3,6.8,ATL,47,8,4,2,2,2,119.1,0.4814,89.55,13.85,19.35,33.55,10.55,44.1,8.05
83,GSW,W,58,6,5,2,2,2,111.45,0.47714999999999996,86.05,14.05,15.3,35.1,9.85,44.95,6.75,DEN,49,6,2,3,3,3,119.8,0.5109999999999999,85.65,11.65,20.95,34.4,9.7,44.1,7.05
84,PHI,W,53,6,4,2,2,2,113.65,0.46745000000000003,84.25,12.9,21.95,33.6,9.25,42.85,8.05,TOR,51,8,3,4,4,3,111.75,0.45054999999999995,92.6,11.4,17.05,33.4,13.95,47.35,8.7
85,DAL,L,56,8,4,3,3,3,112.05,0.47805,83.3,14.25,18.3,32.85,8.8,41.65,5.8,UTA,51,4,3,2,2,2,113.25,0.46525,86.45,14.5,18.55,35.3,11.75,47.05,6.9
86,MEM,L,59,7,2,2,2,2,121.1,0.47385,96.7,13.15,16.55,34.85,14.15,49.0,8.95,MIN,50,5,3,2,2,2,123.1,0.4824,88.9,15.75,21.75,33.7,9.8,43.5,9.4
87,LAC,L,43,6,4,1,1,1,113.6,0.46625000000000005,87.8,14.25,17.35,33.6,9.6,43.2,6.9,NOP,38,6,3,3,3,3,115.6,0.4774,89.45,10.25,20.15,31.75,13.15,44.9,10.0
88,CLE,L,46,3,1,2,2,2,111.35,0.4747,85.6,11.35,18.7,32.5,10.15,42.65,7.1,ATL,46,8,3,3,3,3,119.25,0.4795999999999999,90.2,13.95,19.1,33.7,10.7,44.4,7.95
89,DEL,L,40,7,4,0,0,0,125.85,0.48224999999999996,95.75,13.35,12.4,32.2,11.95,44.15,12.0,RGV,37,6,3,1,1,1,122.15,0.46435000000000004,94.05,16.1,11.15,35.95,16.4,52.35,7.45
90,NOP,W,37,6,2,1,1,1,116.15,0.476,90.25,10.4,19.95,31.35,13.5,44.85,10.35,SAS,37,6,2,3,3,3,114.6,0.4629,90.45,11.8,19.2,34.75,10.6,45.35,7.35
91,ATL,W,45,7,3,2,2,2,118.5,0.4744499999999999,90.05,13.8,19.6,32.9,10.75,43.65,8.0,CHA,44,6,3,2,2,2,118.85,0.4983000000000001,88.75,14.7,15.85,32.45,10.0,42.45,8.4
92,MIN,W,49,4,3,2,2,2,124.1,0.48710000000000003,89.2,15.85,21.55,33.65,9.5,43.15,9.4,LAC,43,6,5,3,3,3,113.35,0.4665500000000001,87.75,14.0,17.35,34.45,9.75,44.2,6.85
93,BKN,W,47,6,4,3,3,3,119.65,0.5082500000000001,87.4,12.4,18.85,33.4,10.2,43.6,7.4,CLE,46,3,2,1,1,1,111.9,0.47925000000000006,85.1,11.4,18.9,32.55,10.15,42.7,6.9
94,RGV,W,36,6,3,0,0,0,121.25,0.47090000000000004,92.65,15.8,11.05,35.4,15.7,51.1,7.5,DEL,40,7,5,0,0,0,126.0,0.48725000000000007,94.7,13.45,12.25,32.8,11.35,44.15,11.9
95,LAC,W,42,5,4,1,1,1,111.7,0.46340000000000003,87.05,13.6,17.4,34.2,9.5,43.7,7.05,OKC,25,4,2,1,1,1,110.25,0.46125,87.2,13.6,16.35,34.45,10.15,44.6,7.6
96,DEN,L,49,6,3,2,2,2,118.1,0.5087,85.15,11.5,20.3,34.55,9.65,44.2,7.1,LAL,32,2,1,0,0,0,115.6,0.48365,88.6,12.05,17.75,32.55,9.4,41.95,6.7
97,NYK,W,40,6,2,0,0,0,110.95,0.44485,85.95,13.6,20.85,34.35,11.85,46.2,7.25,TOR,51,8,4,3,3,3,112.35,0.45269999999999994,92.15,11.15,17.9,33.05,14.2,47.25,8.45
98,RAP,L,29,8,4,1,1,1,118.0,0.46235,93.95,11.9,12.0,36.05,15.25,51.3,9.0,DEL,39,7,4,3,3,3,124.6,0.4891000000000001,93.9,13.25,11.65,33.45,11.1,44.55,12.0
99,PHI,W,52,6,4,2,2,2,114.0,0.46864999999999996,83.6,13.35,22.35,33.35,8.9,42.25,7.8,DET,25,4,3,2,2,2,110.25,0.45614999999999994,88.2,12.0,17.85,32.35,10.4,42.75,7.75
100,MEM,L,59,8,3,0,0,0,121.4,0.4767499999999999,96.6,12.75,16.75,35.65,14.15,49.8,8.65,BOS,52,7,3,1,1,1,118.25,0.4974,86.8,14.8,17.25,33.9,9.95,43.85,7.15
101,PHX,L,67,7,2,2,2,2,118.75,0.49755000000000005,91.4,12.25,15.8,34.65,8.8,43.45,8.55,SAC,33,4,2,2,2,2,111.35,0.4654,86.45,10.8,20.15,33.0,8.3,41.3,7.05
102,DAL,W,55,8,4,3,3,3,111.0,0.476,83.15,13.75,18.25,32.95,8.8,41.75,5.95,SAS,37,7,3,0,0,0,113.85,0.4594499999999999,90.95,11.7,18.75,34.65,10.85,45.5,7.25
103,NOP,L,37,6,3,1,1,1,117.05,0.48434999999999995,89.7,10.25,20.0,32.3,12.95,45.25,10.1,GSW,57,5,4,1,1,1,110.75,0.4696999999999999,86.5,13.75,15.7,35.0,9.9,44.9,7.05
104,MIN,L,49,5,3,0,0,0,124.45,0.4892,88.95,16.2,21.45,33.65,9.45,43.1,9.65,CHI,49,3,1,1,1,1,108.05,0.4728,86.4,9.15,17.3,31.2,7.85,39.05,7.2
105,BKN,W,46,6,3,2,2,2,117.8,0.49535000000000007,87.65,12.6,18.7,32.85,10.5,43.35,7.35,IND,27,1,0,0,0,0,116.55,0.4811500000000001,89.5,12.9,17.85,30.35,11.8,42.15,7.1
106,CHA,W,43,6,3,2,2,2,118.95,0.49665,88.75,14.45,16.5,32.3,10.05,42.35,8.5,WAS,35,5,2,1,1,1,111.75,0.489,85.1,11.15,17.2,33.75,7.75,41.5,5.95
107,HOU,L,21,3,0,1,1,1,114.1,0.47834999999999994,86.8,13.75,17.55,32.55,9.1,41.65,7.55,ATL,44,7,3,0,0,0,118.5,0.47479999999999994,89.9,13.65,19.85,32.3,10.5,42.8,8.15
108,CLE,W,45,2,1,2,2,2,110.15,0.4755,84.35,10.95,19.0,32.3,9.85,42.15,6.95,MIL,52,7,3,1,1,1,122.1,0.4889,91.1,13.8,19.4,37.2,10.75,47.95,7.55
109,POR,L,27,0,0,0,0,0,103.1,0.43305,87.6,11.05,16.15,29.1,11.25,40.35,9.0,UTA,50,3,3,3,3,3,112.2,0.4601,86.8,14.6,18.0,34.55,12.1,46.65,6.85
110,ORL,W,22,3,1,0,0,0,105.2,0.4290999999999999,90.35,12.35,15.35,36.95,9.3,46.25,6.6,MIA,58,6,5,3,3,3,111.85,0.48545000000000005,82.15,14.15,18.0,33.4,7.5,40.9,6.95
111,MEM,W,58,7,3,2,2,2,120.05,0.4667,97.0,12.3,17.35,35.55,14.8,50.35,8.8,NOP,37,7,4,1,1,1,117.5,0.48735,89.75,10.6,19.5,33.25,13.1,46.35,10.4
112,LAC,W,41,4,4,1,1,1,112.95,0.4667,87.35,13.45,17.9,34.2,9.6,43.8,7.3,SAC,33,4,2,3,3,3,111.95,0.4683,86.45,10.9,20.15,32.65,8.25,40.9,6.7
113,PHI,W,51,6,3,1,1,1,113.5,0.46685,82.85,13.6,22.7,33.85,8.45,42.3,7.2,IND,27,2,0,1,1,1,116.8,0.4791,90.65,13.1,17.1,31.1,12.05,43.15,7.1
114,SAS,L,37,7,3,2,2,2,115.6,0.46724999999999994,91.45,11.9,18.5,34.5,11.25,45.75,7.25,GSW,56,4,3,1,1,1,110.8,0.47079999999999994,87.0,13.9,15.0,34.7,9.85,44.55,7.4
115,RGV,W,35,6,3,0,0,0,120.95,0.47275,92.3,15.8,10.9,35.3,15.6,50.9,7.6,ACC,32,8,4,3,3,3,114.45,0.48340000000000016,90.75,10.7,10.1,34.6,12.25,46.85,8.5
